CLUSTER ROOT NODE,CLUSTER SIZE
g6801[OL],32
g4426[OL],15
g5474[OL],32
g5140[OL],32
g5696[OL],32
g4852[OL],32
g4848[OL],32
g4659[OL],19
g6583[OL],32
g6402[OL],32
g4144[OL],14
g6104[OL],32
g6941[OL],32
g6403[OL],32
g6500[OL],32
g6508[OL],32
g6586[OL],32
g4146[OL],14
g4143[OL],14
g6720[OL],32
g6585[OL],32
g3992,14
g676[IL],1
g3491,9
g3541,9
g3974,22
g3979,22
g3983,22
g3259,9
g3015,8
g3752,32
g3868,10
g1692,5
g1696,5
g1699,5
g1703,5
g1711,5
g1721,5
g1726,5
g1735,5
g6115,32
g4223,32
g3968,22
g4867,32
g3312,13
g932,2
g6478,32
g6465,32
g6622,32
g6621,32
g952,3
g1775,4
g1529,4
g2081,8
g1880,5
g1589,5
g5060,32
g4616,32
g3605,13
g6741,32
g4536,22
g6799,32
g6920,32
g6864,32
g3285,16
g3457,9
g4537,32
g2067,17
g1595,20
g1474,7
g471[IL],1
g736,3
g729,3
g719,3
g766,3
g461[IL],1
g536[IL],1
g541[IL],1
g1473,19
g430[IL],1
g260[IL],1
g254[IL],1
g248[IL],1
g937,6
g930,6
I1962,4
g242[IL],1
I1961,3
g6250,32
g6229,32
g6256,32
g6230,32
g465[IL],1
g1585,7
g2084,9
g2916,16
g1143,3
I5227,20
I5228,20
g5954,32
g6087,32
g5682,32
g5425,32
g84[IL],1
g398[IL],1
g5096,32
g4800,32
g319,1
g3380,14
g1861,5
g964,2
g837,2
g836,2
g835,2
g834,2
g338[IL],1
g3955,22
g3957,22
g3961,22
I5657,32
g3286,16
g3458,9
g4545,32
g2311,14
g1612,20
g1481,7
g478[IL],1
g791,3
g784,3
g774,3
g821,3
g1064,2
g2860,8
g2296,5
g895,2
g715,2
g131[IL],1
g3765,32
g2986,32
g6679,32
g6628,32
g815,3
g5242,32
g6559,32
g4416,32
g2950,29
g4247,32
g2036,11
g1628,7
g1384,5
g1348,5
g4169,32
g4172,32
g2079,6
g4178,32
g4181,32
g5091,32
g2111,6
g496[IL],1
g1838,21
g4244,32
g2032,11
g1609,7
g1375,5
g1341,5
g4164,32
g4168,32
g2066,6
g4171,32
g4177,32
g2105,6
g4691,32
g1363,5
g4180,32
g4183,32
g5617,32
g5667,32
g5378,32
g4938,32
g179[IL],1
g184[IL],1
g4049,32
g4017,19
g4490,26
g3434,13
g1815,4
g1797,6
g1793,4
g6132,32
g6117,32
g6164,32
g590[IL],1
g574[IL],1
g586[IL],1
g582[IL],1
g578[IL],1
g631[IL],1
g628[IL],1
g625[IL],1
g622[IL],1
g619[IL],1
g616[IL],1
g5926,32
g3764,32
g6673,32
g809,3
g6558,32
g1842,21
I8368,32
I8369,32
g5214,32
I8128,32
I8129,32
g5958,32
g5975,32
g5997,32
g6015,32
g4950,32
g4877,32
g6313,32
g6124,32
g6127,32
g6144,32
g2053,8
g1661,4
g1076,3
g3793,10
I6027,32
g4221,32
I6026,32
g5619,32
g5670,32
g5380,32
g4943,32
g188[IL],1
g193[IL],1
g4491,28
g3816,16
g5935,32
g6065,32
g5665,32
g5392,32
g361[IL],1
g5398,32
g4513,18
g858,2
g394[IL],1
g3290,16
g3459,9
g4410,32
g3012,21
I1856,2
g4507,18
g386[IL],1
g437[IL],1
g441[IL],1
g3278,16
g3453,9
I1865,2
I8347,32
I8348,32
I8080,32
I8081,32
I8082,32
g6135,32
g6140,32
g6157,32
g6159,32
g5163,32
g5191,32
g3858,26
g3833,26
g4504,32
g3806,27
g3384,22
g1902,5
g1849,5
g4449,32
g2874,6
g4457,32
g4459,32
g2903,6
g1884,5
g4461,32
g4464,32
g2891,6
g4442,32
g4445,32
g1858,5
g2599,9
g2612,7
g3481,8
g1056,2
g107,1
g148[IL],1
g157[IL],1
g2877,11
g3323,16
g3483,9
g5170,32
g4591,32
g3280,16
g3455,9
g2307,14
g449[IL],1
g453[IL],1
g528[IL],1
g1477,4
g1236,3
g426[IL],1
g422[IL],1
g669[IL],1
g3559,9
I5658,32
I5659,32
g520[IL],1
g1209,3
g3309,16
g3478,9
g1582,10
g3013,24
g166[IL],1
g175[IL],1
I8377,32
I8378,32
g5212,32
I8119,32
I8120,32
g6315,32
g6126,32
g6129,32
g6146,32
g1556,3
g5945,32
g6078,32
g5677,32
g5411,32
g69[IL],1
g5018,32
g457[IL],1
g418[IL],1
g414[IL],1
g402[IL],1
g2896,9
g1335,5
g1017,3
g1551,4
g1177,3
g410[IL],1
g406[IL],1
I9065,32
I9066,32
g6323,32
g6155,32
g3333,16
g3488,9
g3321,16
g3482,9
g6676,32
g6625,32
g6739,32
g760,3
g5237,32
g6557,32
g2948,29
I7497,32
g1329,5
g613[IL],1
g5741,30
g639,1
g445[IL],1
g3484,8
g349[IL],1
g866,2
g873,2
g889,2
g5162,32
g4585,32
g594[IL],1
g918,3
g1480,3
I9058,32
I9059,32
g6320,32
g6153,32
g3307,16
g3477,9
g6670,32
g6738,32
g754,3
g6555,32
g638[IL],1
g1332,5
g1161,3
g4496,18
g370[IL],1
g6266,32
g6234,32
g3499,8
g357[IL],1
g2008,10
g4502,18
g382[IL],1
g504[IL],1
g4205,32
g5949,32
g6080,32
g5679,32
g5415,32
g74[IL],1
g5024,32
g390[IL],1
g4021,11
g516[IL],1
g1193,3
g4759,32
g3490,8
g353[IL],1
g301,1
g3758,32
g5088,32
g3935,16
g6263,32
g6233,32
g3886,14
g3358,14
g2060,5
g3621,12
g3741,22
g328[IL],1
g3598,20
g3346,13
g5068,32
g5066,32
g6614,32
g4427,32
g5065,32
g5062,32
g4679,32
g6337,32
g6466,32
g3941,19
g6260,32
g6232,32
g6270,32
g6235,32
g6275,32
g6236,32
g5598,32
g5647,32
g5369,32
g4900,32
g143[IL],1
g1060,2
g1620,5
g102,1
g3208,11
g672[IL],1
g1714,4
g3781,15
g3889,14
g366[IL],1
g829,2
g3292,16
g3460,9
g2080,17
g492[IL],1
g4698,32
g1378,5
g4184,32
g4186,32
g5604,32
g5664,32
g5376,32
g4933,32
g170[IL],1
g4489,24
g2850,10
g3300,16
g3463,9
g3028,21
g4020,15
g3772,14
g3298,16
g3462,9
g1573,10
g2995,24
g5938,32
g6069,32
g5671,32
g5399,32
g54[IL],1
g5014,30
g374[IL],1
g6165,32
g5952,32
g6083,32
g5681,32
g5420,32
g79[IL],1
g5044,32
g4803,22
g4683,32
g4584,32
g3294,8
g139[IL],1
g3425,17
g1070,2
g4509,18
I8394,32
g5182,32
g5200,32
I7980,32
I7981,32
g6317,32
g6130,32
g6133,32
g6151,32
g3275,16
g3451,9
g4498,18
g508[IL],1
g3760,32
g4494,18
g500[IL],1
g1123,3
g3277,16
g3452,9
g1558,10
g1325,5
g524[IL],1
g1222,3
g3813,14
g111[IL],1
g2330,6
g4468,32
g3953,13
g865,2
g861,2
g2659,13
I8358,32
I8359,32
I8136,32
I8137,32
I8138,32
g6123,32
g6125,32
g6141,32
g6145,32
g5171,32
g5187,32
g3865,26
g3837,26
I8386,32
g5178,32
g5209,32
I7989,32
I7990,32
g6316,32
g6128,32
g6131,32
g6149,32
I6744,22
I6745,22
g4685,32
g4590,32
g135[IL],1
g1826,5
g2551,8
g4499,18
g378[IL],1
g434[IL],1
g5936,32
g6067,32
g5668,32
g5395,32
g49[IL],1
g5012,26
g5599,32
g5658,32
g5371,32
g4911,32
g152[IL],1
g4486,20
g1423,4
g3281,16
g3456,9
g1574,10
g5438,32
g3622,13
g6740,32
g4532,22
g6798,32
g6918,32
g6855,32
g5601,32
g5661,32
g5373,32
g4929,32
g161[IL],1
g4488,22
g2018,7
g512[IL],1
g532[IL],1
g5942,32
g6076,32
g5675,32
g5407,32
g64[IL],1
g5016,32
g6259,32
g6231,32
g5940,32
g6074,32
g5673,32
g5403,32
g59[IL],1
g5015,32
g1047,6
g19[IL],1
I2080,3
g25[IL],1
I3291,5
g3705,9
I4240,7
g923,2
g2936,12
g323[IL],1
g2381,7
g3263,9
I5226,19
g1734,4
I4189,7
g1250,2
g1743,4
g1138,3
g94,1
g4941,32
g4835,32
g6351,32
g2954,8
g1552,4
g2062,12
g4948,32
g6719,32
g6612,32
g6611,32
g6609,32
g6607,32
g6385,32
g3733,18
g4092,18
g4080,18
g4314,19
g4328,19
I8582,32
g2089,8
g2295,5
g5861,32
g6715,32
g5094,32
I1850,2
g5121,28
g3575,13
g5074,32
g951,2
g949,2
g947,2
g942,2
g940,2
g938,2
g931,2
g929,2
g4022,14
I1825,2
g1417,5
g332[IL],1
g862,2
g1784,5
g1978,6
g314,1
g1720,4
I1874,2
g554[IL],1
g236[IL],1
I1979,4
I1980,4
g230[IL],1
I1978,3
g2106,6
g4161,32
g4165,32
g2138,8
g1366,5
g3317,18
g2701,9
g1894,7
I3665,6
g276[IL],1
g1824,5
g282[IL],1
I2402,4
I2417,4
g1395,5
g1969,7
g2923,8
g2136,6
g1988,7
g2931,8
I4366,8
I2394,4
I2408,4
g2098,6
g1345,5
g1998,7
g2932,8
g2078,6
g1928,7
g2914,8
g1825,5
I2424,4
g3466,13
g2951,14
g857,2
g1255,2
g1254,2
g3831,24
g1822,5
g123[IL],1
g1084,2
g89,1
g551[IL],1
g5176,32
g5184,32
g3873,26
g3196,9
g293[IL],1
g1680,4
g2897,16
g2101,8
g1514,7
g2107,9
g266[IL],1
g562,1
g1575,7
g1550,4
g1088,3
g1094,3
I2125,2
g965,3
g1560,7
g2073,11
g996,3
g1518,7
g1559,4
g662[IL],1
g1030,3
g1499,7
g2056,9
g1666,4
g2164,6
g1683,4
g1472,4
g1006,3
g698[IL],1
g3841,26
g5705,32
I4220,7
g5714,32
g3183,9
g3242,9
I4170,7
I5243,20
I5244,20
g5112,28
g210[IL],1
g1043,2
g564,1
g197[IL],1
g545[IL],1
g5584,32
g5587,32
g3158,9
g3177,9
I2131,2
I2964,4
I2998,4
g1257,3
I3044,4
I2958,4
g3118,9
g1381,5
g1931,7
g2915,8
g2110,6
g1947,7
g2920,8
I2791,4
I3294,5
g5180,32
g5181,32
g3880,26
g3204,9
g297[IL],1
g561,1
g3849,26
g5711,32
g5717,32
g3192,9
g5118,28
g706,3
g5152,32
g5156,32
g3896,26
g2594,9
g5189,32
g5269,32
I8210,32
I8211,32
g3877,26
g2588,9
g4156,32
g4160,32
g2121,8
g1355,5
g3303,18
g1875,7
g2722,9
g2890,8
g2091,6
g3316,18
g3326,17
g3930,29
g205[IL],1
g2734,9
g1891,7
g2748,9
g2894,8
g1372,5
g2760,9
g1911,7
g2772,9
g2906,8
g2104,6
g2783,9
g1925,7
g2796,9
g2913,8
g1391,5
g1960,7
g2922,8
g2119,6
g3104,9
g1979,7
g2927,8
g3128,9
g3136,9
g3150,9
g3162,9
g1653,5
g5190,32
g5164,32
g3891,26
g2591,9
g5185,32
g5198,32
I7971,32
I7972,32
g3869,26
g3216,9
g945,2
g1470,19
g1459,19
g1233,3
g1410,4
g281[IL],1
g5119,28
g2419,7
g1246,3
g1415,4
g749,3
g804,3
I2630,4
g3635,16
g3645,16
g3654,16
g4369,26
g3662,16
g2555,6
g3144,8
g2245,5
g1305,4
g3156,8
g2256,5
g3171,8
g2268,5
g2488,6
g3611,16
g3616,16
g3620,16
g4348,26
g3628,16
g3103,8
g2179,5
g3117,8
g2197,5
g3127,8
g2215,5
g2394,6
g2356,6
g269[IL],1
g1535,4
g2068,9
g2944,9
g842,2
g3627,16
g3633,16
g3643,16
g4361,26
g3652,16
g2525,6
g3133,8
g1295,4
g3143,8
g3155,8
g2461,6
g3603,16
g3610,16
g3615,16
g4344,26
g3619,16
g3089,8
g3099,8
g3113,8
g2364,6
I3431,4
g2940,9
g2339,6
g1352,5
g2004,7
g2934,8
g2087,6
g1950,7
g2921,8
I2428,4
g5114,28
g5120,28
g1411,4
g1402,6
g1762,5
I2864,4
g5186,32
g5172,32
g3888,26
g3219,9
g559,1
g3862,26
g5720,32
g5723,32
g3209,9
g548[IL],1
g1046,2
g563,1
g5702,32
g5708,32
g3173,9
g3187,9
g5183,32
g5177,32
g3884,26
g3212,9
g560,1
g3855,26
g5590,32
g5593,32
g3200,9
g2895,8
g2099,6
g1914,7
g2907,8
g5113,28
g3769,14
g3630,15
g1936,5
g3528,13
g3985,22
g119[IL],1
g1157,3
g4936,32
g4831,32
g6347,32
g2952,8
g4946,32
g6718,32
g6610,32
g6608,32
g6606,32
g6604,32
g6376,32
g4086,18
g4074,18
g4068,18
g4302,19
g4309,19
I8573,32
g2085,8
g2293,5
g5860,32
g6714,32
g5093,32
g5117,28
g5115,28
g4526,26
g4522,26
g2234,5
g1491,4
g3687,13
g2470,6
g679[IL],1
g2276,5
g2565,6
g2284,5
g2845,7
g1564,4
g2113,12
g4534,22
g2473,7
g1439,4
g2497,7
g3366,9
g1985,6
I2671,4
g4518,22
g4334,19
I8594,32
g2955,9
g4769,32
g3532,27
g3536,26
g3518,28
g3521,27
g3526,27
g3530,26
g2981,6
I2225,2
g3328,17
I3923,8
I2391,4
g557,1
I2382,4
g558,1
I1835,2
I1880,2
g4520,26
g2370,7
g1484,4
g2397,7
g2422,7
I3599,5
g971,2
g1684,5
g1557,4
g4529,22
g1426,4
g2518,7
I3083,5
g4511,22
g4323,19
I8585,32
g2953,9
g4767,32
g2968,6
g2976,6
g3002,6
g1812,5
g3315,17
I2883,4
g2804,12
g2791,12
g2780,12
g284[IL],1
g285[IL],1
g286[IL],1
g2449,7
g287[IL],1
g288[IL],1
g289[IL],1
