NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE
g2206,N,N,1,1,5
g3504,N,N,1,2,17
II8277,N,N,1,3,18
g4308,N,N,1,4,19
II8886,N,N,1,5,20
g4657,N,Y,1,6,21
g1392[IL],Y,N,0,0,1
g2343,N,N,1,1,2
g1391[IL],Y,N,0,0,1
g3528,N,N,1,2,4
II7987,N,N,1,3,5
g4130,N,N,1,4,6
II8895,N,N,1,5,7
g4660,N,Y,1,6,8
g1394[IL],Y,N,0,0,1
g2263,N,N,1,1,2
g1395[IL],Y,N,0,0,1
g3505,N,N,1,2,4
II7888,N,N,1,3,5
g4089,N,N,1,4,6
II8898,N,N,1,5,7
g4661,N,Y,1,6,8
g1397[IL],Y,N,0,0,1
g2359,N,N,1,1,2
g1398[IL],Y,N,0,0,1
g3555,N,N,1,2,4
II7981,N,N,1,3,5
g4126,N,N,1,4,6
II8904,N,N,1,5,7
g4663,N,Y,1,6,8
g1400[IL],Y,N,0,0,1
g2282,N,N,1,1,2
g1401[IL],Y,N,0,0,1
g3516,N,N,1,2,4
II7908,N,N,1,3,5
g4095,N,N,1,4,6
II8907,N,N,1,5,7
g4664,N,Y,1,6,8
g1554,Y,N,0,0,1
II6242,N,N,1,1,2
g2380,N,N,1,2,3
g3676,N,N,1,3,4
g4134,N,N,1,4,5
II9250,N,N,1,5,6
g4892,N,N,1,6,7
II9555,N,N,1,7,8
g5143,N,Y,1,8,9
g887[IL],Y,N,0,0,1
g1852,N,N,1,1,2
g3086,N,N,1,2,3
g889[IL],Y,N,0,0,1
g1857,N,N,1,1,2
g3124,N,N,1,2,3
g4302,N,N,1,3,10
II9064,N,N,1,4,11
g4742,N,N,1,5,12
II9618,N,N,1,6,13
g5164,N,Y,1,7,14
g1236[IL],Y,N,0,0,1
II10032,N,N,1,1,2
g5571,N,Y,1,2,3
g13[IL],Y,N,0,0,1
II6358,N,N,1,1,2
g2532,N,N,1,2,3
II7079,N,N,1,3,4
g3611,N,N,1,4,5
II8428,N,N,1,5,6
g4426,N,N,1,6,7
II9493,N,N,1,7,8
g5109,N,N,1,8,9
II10154,N,N,1,9,10
g5669,N,Y,1,10,11
g16[IL],Y,N,0,0,1
II6363,N,N,1,1,2
g2539,N,N,1,2,3
II7095,N,N,1,3,4
g3630,N,N,1,4,5
II8449,N,N,1,5,6
g4443,N,N,1,6,7
II9217,N,N,1,7,8
g4873,N,N,1,8,9
II10169,N,N,1,9,10
g5678,N,Y,1,10,11
g20[IL],Y,N,0,0,1
II6368,N,N,1,1,2
g2546,N,N,1,2,3
II7112,N,N,1,3,4
g3640,N,N,1,4,5
II8480,N,N,1,5,6
g4462,N,N,1,6,7
II9025,N,N,1,7,8
g4721,N,N,1,8,9
II10177,N,N,1,9,10
g5682,N,Y,1,10,11
g33[IL],Y,N,0,0,1
II6371,N,N,1,1,2
g2547,N,N,1,2,3
II7115,N,N,1,3,4
g3641,N,N,1,4,5
II8483,N,N,1,5,6
g4463,N,N,1,6,7
II9531,N,N,1,7,8
g5129,N,N,1,8,9
II10183,N,N,1,9,10
g5684,N,Y,1,10,11
g38[IL],Y,N,0,0,1
II6376,N,N,1,1,2
g2554,N,N,1,2,3
II7132,N,N,1,3,4
g3652,N,N,1,4,5
II8520,N,N,1,5,6
g4482,N,N,1,6,7
II8925,N,N,1,7,8
g4670,N,N,1,8,9
II10190,N,N,1,9,10
g5687,N,Y,1,10,11
g49,Y,N,0,0,1
II5428,N,N,1,1,2
g1555,N,N,1,2,3
g2561,N,N,1,3,4
II7287,N,N,1,4,5
g3828,N,N,1,5,6
II8706,N,N,1,6,7
g4597,N,N,1,7,8
II9558,N,N,1,8,9
g5144,N,N,1,9,10
g5729,N,Y,1,10,11
g173[IL],Y,N,0,0,1
II5897,N,N,1,1,2
g2157,N,N,1,2,3
II7164,N,N,1,3,4
g3674,N,N,1,4,5
II8308,N,N,1,5,6
g4341,N,N,1,6,7
II9344,N,N,1,7,8
g5014,N,N,1,8,9
II10236,N,N,1,9,10
g5719,N,N,1,10,11
II10962,N,N,1,11,12
g6207,N,Y,1,12,13
g1389[IL],Y,N,0,0,1
II5649,N,N,1,1,2
g1795,N,N,1,2,3
II7195,N,N,1,3,4
g3691,N,N,1,4,5
II8315,N,N,1,5,6
g4350,N,N,1,6,7
II9366,N,N,1,7,8
g5026,N,N,1,8,9
II10243,N,N,1,9,10
g5726,N,N,1,10,11
II10973,N,N,1,11,12
g6212,N,Y,1,12,13
g1486[IL],Y,N,0,0,1
g1742,N,N,1,1,2
II7211,N,N,1,2,3
g3721,N,N,1,3,4
II8333,N,N,1,4,5
g4360,N,N,1,5,6
II9422,N,N,1,6,7
g5060,N,N,1,7,8
II10204,N,N,1,8,9
g5693,N,N,1,9,10
II11008,N,N,1,10,11
g6223,N,Y,1,11,12
g1189[IL],Y,N,0,0,1
g1955,N,N,1,1,3
II7255,N,N,1,2,4
g3783,N,N,1,3,5
II8373,N,N,1,4,6
g4382,N,N,1,5,7
II9499,N,N,1,6,8
g5113,N,N,1,7,9
II9804,N,N,1,8,10
g5299,N,N,1,9,11
II11037,N,N,1,10,12
g6236,N,Y,1,11,13
II11090,N,N,1,1,2
g6269,N,Y,1,2,3
II7746,N,N,1,3,4
g4005,N,N,1,4,5
II8935,N,N,1,5,6
g4678,N,N,1,6,7
II9774,N,N,1,7,8
g5258,N,N,1,8,9
II10684,N,N,1,9,10
g6065,N,N,1,10,11
II11556,N,N,1,11,12
g6425,N,Y,1,12,13
g1251[IL],Y,N,0,0,1
g1922,N,N,1,1,2
g2810,N,N,1,2,3
II8543,N,N,1,3,4
g4493,N,N,1,4,5
II9336,N,N,1,5,6
g5007,N,N,1,6,7
II10151,N,N,1,7,8
g5668,N,N,1,8,9
II10933,N,N,1,9,10
g6190,N,N,1,10,11
II11926,N,N,1,11,12
g6648,N,Y,1,12,13
g1250[IL],Y,N,0,0,1
g1948,N,N,1,1,2
g3071,N,N,1,2,3
II8565,N,N,1,3,4
g4503,N,N,1,4,5
II9350,N,N,1,5,6
g5016,N,N,1,6,7
II10166,N,N,1,7,8
g5677,N,N,1,8,9
II10617,N,N,1,9,10
g6015,N,N,1,10,11
II11939,N,N,1,11,12
g6653,N,Y,1,12,13
g1432[IL],Y,N,0,0,1
g1967,N,N,1,1,2
II6791,N,N,1,2,3
g3051,N,N,1,3,4
II8665,N,N,1,4,5
g4564,N,N,1,5,6
II9443,N,N,1,6,7
g5075,N,N,1,7,8
II10207,N,N,1,8,9
g5696,N,N,1,9,10
II11055,N,N,1,10,11
g6246,N,N,1,11,12
II11981,N,N,1,12,13
g6675,N,Y,1,13,14
g831[IL],Y,N,0,0,1
II6201,N,N,1,1,3
II6202,N,N,1,2,4
II6203,N,N,1,2,4
g2367,N,N,1,3,6
g843[IL],Y,N,0,0,1
II6170,N,N,1,1,3
II6171,N,N,1,2,4
II6172,N,N,1,2,4
g2352,N,N,1,3,6
g834[IL],Y,N,0,0,1
II6232,N,N,1,1,3
II6233,N,N,1,2,4
II6234,N,N,1,2,4
g2378,N,N,1,3,6
g846[IL],Y,N,0,0,1
II6133,N,N,1,1,3
II6134,N,N,1,2,4
II6135,N,N,1,2,4
g2330,N,N,1,3,6
II7232,N,N,1,4,25
g849[IL],Y,N,0,0,1
II6102,N,N,1,1,3
II6103,N,N,1,2,4
II6104,N,N,1,2,4
g2315,N,N,1,3,6
g837[IL],Y,N,0,0,1
II6257,N,N,1,1,3
II6258,N,N,1,2,4
II6259,N,N,1,2,4
g2385,N,N,1,3,6
g852[IL],Y,N,0,0,1
g883[IL],Y,N,0,0,1
II6064,N,N,1,1,3
II6065,N,N,1,2,4
II6066,N,N,1,2,4
g2294,N,N,1,3,6
g840[IL],Y,N,0,0,1
II6273,N,N,1,1,3
II6274,N,N,1,2,4
II6275,N,N,1,2,4
g2395,N,N,1,3,6
II7233,N,N,1,4,25
g3760,N,N,1,8,32
g4344,N,N,1,3,4
g4335,N,N,1,3,4
g4328,N,N,1,3,4
g4714,N,N,1,4,13
g5286,N,N,1,5,14
g778[IL],Y,N,0,0,1
g1695,N,N,1,1,2
g6056,N,N,1,9,32
II11764,N,N,1,10,32
g6572,N,N,1,11,32
II12418,N,N,1,12,32
g6849,N,Y,1,13,32
II11648,N,N,1,10,11
g6486,N,N,1,11,12
II12421,N,N,1,12,13
g6850,N,Y,1,13,14
g689[IL],Y,N,0,0,1
g1831,N,N,1,1,2
g3076,N,N,1,2,3
II8024,N,N,1,3,4
g4153,N,N,1,4,5
II8928,N,N,1,5,6
g4673,N,N,1,6,7
g5627,N,N,1,7,8
II11021,N,N,1,8,9
g6228,N,N,1,9,10
II11596,N,N,1,10,11
g6449,N,N,1,11,12
II12558,N,N,1,12,13
g6895,N,Y,1,13,14
g1008,Y,N,0,0,1
II12592,N,N,1,1,2
g6909,N,Y,1,2,3
g944[IL],Y,N,0,0,1
g2371,N,N,1,1,2
g855[IL],Y,N,0,0,1
g1689,N,N,1,1,2
g3285,N,N,1,2,3
g4413,N,N,1,3,6
II9525,N,N,1,4,7
g5127,N,N,1,5,8
II10125,N,N,1,6,9
g5642,N,N,1,7,10
II11028,N,N,1,8,11
g6231,N,N,1,9,12
II11827,N,N,1,10,13
g6607,N,N,1,11,14
II12810,N,N,1,12,15
g7048,N,Y,1,13,16
g1405[IL],Y,N,0,0,1
g1412[IL],Y,N,0,0,1
g2474,N,N,1,1,3
g3340,N,N,1,2,4
g4279,N,N,1,3,5
II9543,N,N,1,4,6
g5139,N,N,1,5,7
II10160,N,N,1,6,8
g5671,N,N,1,7,9
II11069,N,N,1,8,10
g6256,N,N,1,9,11
II11586,N,N,1,10,12
g6441,N,N,1,11,13
II12826,N,N,1,12,14
g7063,N,Y,1,13,15
II12687,N,N,1,11,21
g6962,N,N,1,12,22
II12897,N,N,1,13,23
g7103,N,Y,1,14,24
g7[IL],Y,N,0,0,1
II6214,N,N,1,1,2
g2372,N,N,1,2,3
g3577,N,N,1,3,4
II8215,N,N,1,4,5
g4273,N,N,1,5,6
II9416,N,N,1,6,7
g5058,N,N,1,7,8
g5439,N,N,1,8,9
II10587,N,N,1,9,10
g5971,N,N,1,10,11
g52[IL],Y,N,0,0,1
II5901,N,N,1,1,2
g2162,N,N,1,2,3
g86[IL],Y,N,0,0,1
II5894,N,N,1,1,2
g2149,N,N,1,2,3
g83[IL],Y,N,0,0,1
II5889,N,N,1,1,2
g2137,N,N,1,2,3
g80[IL],Y,N,0,0,1
II5883,N,N,1,1,2
g2106,N,N,1,2,3
II8063,N,N,1,3,13
g77[IL],Y,N,0,0,1
g1876,N,N,1,1,2
II6930,N,N,1,2,3
g3316,N,N,1,3,4
g74[IL],Y,N,0,0,1
g1869,N,N,1,1,2
II6911,N,N,1,2,3
g3287,N,N,1,3,4
g71[IL],Y,N,0,0,1
g1866,N,N,1,1,2
II6900,N,N,1,2,3
g3264,N,N,1,3,4
g68[IL],Y,N,0,0,1
II5842,N,N,1,1,2
g1987,N,N,1,2,3
II8064,N,N,1,4,16
g4176,N,N,1,5,30
g58[IL],Y,N,0,0,1
II5605,N,N,1,1,2
g1760,N,N,1,2,3
g4779,N,N,1,6,32
II9791,N,N,1,7,32
g5269,N,N,1,10,32
g6472,N,N,1,11,32
II12684,N,N,1,12,32
g6961,N,N,1,13,32
II13039,N,N,1,14,32
g7155,N,N,1,16,32
II13281,N,N,1,17,32
g7283,N,Y,1,18,32
g6[IL],Y,N,0,0,1
II6183,N,N,1,1,2
g2361,N,N,1,2,3
g3560,N,N,1,3,4
II8202,N,N,1,4,5
g4266,N,N,1,5,6
II9393,N,N,1,6,7
g5041,N,N,1,7,8
g5437,N,N,1,8,9
II10582,N,N,1,9,10
g5956,N,N,1,10,11
g6467,N,N,1,11,32
II12690,N,N,1,12,32
g6963,N,N,1,13,32
II13042,N,N,1,14,32
g7156,N,N,1,16,32
II13284,N,N,1,17,32
g7284,N,Y,1,18,32
g5[IL],Y,N,0,0,1
II6148,N,N,1,1,2
g2344,N,N,1,2,3
g3545,N,N,1,3,4
II8190,N,N,1,4,5
g4257,N,N,1,5,6
II9360,N,N,1,6,7
g5024,N,N,1,7,8
g5433,N,N,1,8,9
II10579,N,N,1,9,10
g5939,N,N,1,10,11
g6476,N,N,1,11,32
II12666,N,N,1,12,32
g6955,N,N,1,13,32
II13045,N,N,1,14,32
g7157,N,N,1,16,32
II13287,N,N,1,17,32
g7285,N,Y,1,18,32
g4[IL],Y,N,0,0,1
II6112,N,N,1,1,2
g2323,N,N,1,2,3
g3529,N,N,1,3,4
II8180,N,N,1,4,5
g4251,N,N,1,5,6
II9341,N,N,1,6,7
g5013,N,N,1,7,8
g5426,N,N,1,8,9
II10574,N,N,1,9,10
g5918,N,N,1,10,11
g6477,N,N,1,11,32
II12669,N,N,1,12,32
g6956,N,N,1,13,32
II13048,N,N,1,14,32
g7158,N,N,1,16,32
II13290,N,N,1,17,32
g7286,N,Y,1,18,32
g2[IL],Y,N,0,0,1
II6075,N,N,1,1,2
g2306,N,N,1,2,3
g3524,N,N,1,3,4
II8172,N,N,1,4,5
g4245,N,N,1,5,6
II9333,N,N,1,6,7
g5006,N,N,1,7,8
g5417,N,N,1,8,9
II10569,N,N,1,9,10
g5897,N,N,1,10,11
g6503,N,N,1,11,32
II12696,N,N,1,12,32
g6967,N,N,1,13,32
II13051,N,N,1,14,32
g7159,N,N,1,16,32
II13293,N,N,1,17,32
g7287,N,Y,1,18,32
g3[IL],Y,N,0,0,1
II6033,N,N,1,1,2
g2283,N,N,1,2,3
g3517,N,N,1,3,4
II8161,N,N,1,4,5
g4242,N,N,1,5,6
II9325,N,N,1,6,7
g5000,N,N,1,7,8
g5402,N,N,1,8,9
II10565,N,N,1,9,10
g5874,N,N,1,10,11
g6504,N,N,1,11,32
II12699,N,N,1,12,32
g6968,N,N,1,13,32
II13057,N,N,1,14,32
g7161,N,N,1,16,32
II13296,N,N,1,17,32
g7288,N,Y,1,18,32
g48[IL],Y,N,0,0,1
II5535,N,N,1,1,2
g1688,N,N,1,2,3
g2824,N,N,1,3,4
II8486,N,N,1,4,5
g4464,N,N,1,5,6
II8971,N,N,1,6,7
g4692,N,N,1,7,8
g5396,N,N,1,8,9
II10552,N,N,1,9,10
g5847,N,N,1,10,11
g6482,N,N,1,11,32
II12708,N,N,1,12,32
g6973,N,N,1,13,32
II13063,N,N,1,14,32
g7163,N,N,1,16,32
II13299,N,N,1,17,32
g7289,N,Y,1,18,32
g8[IL],Y,N,0,0,1
II6239,N,N,1,1,2
g2379,N,N,1,2,3
g3588,N,N,1,3,4
II8233,N,N,1,4,5
g4285,N,N,1,5,6
II9440,N,N,1,6,7
g5074,N,N,1,7,8
g5444,N,N,1,8,9
II10592,N,N,1,9,10
g5988,N,N,1,10,11
g6473,N,N,1,11,32
II12672,N,N,1,12,32
g6957,N,N,1,13,32
II13066,N,N,1,14,32
g7164,N,N,1,16,32
II13302,N,N,1,17,32
g7290,N,Y,1,18,32
II8052,N,N,1,3,13
g1863,N,N,1,1,2
II6894,N,N,1,2,3
g3238,N,N,1,3,4
II8053,N,N,1,4,17
g4169,N,N,1,5,31
g4778,N,N,1,6,32
II9794,N,N,1,9,32
g5278,N,N,1,10,32
g6497,N,N,1,12,32
II12702,N,N,1,13,32
g6969,N,N,1,14,32
II13072,N,N,1,15,32
g7168,N,N,1,16,32
II13305,N,N,1,17,32
g7291,N,Y,1,18,32
g6510,N,N,1,12,32
II12675,N,N,1,13,32
g6958,N,N,1,14,32
II13075,N,N,1,15,32
g7169,N,N,1,16,32
II13308,N,N,1,17,32
g7292,N,Y,1,18,32
g6516,N,N,1,12,32
II12678,N,N,1,13,32
g6959,N,N,1,14,32
II13060,N,N,1,15,32
g7162,N,N,1,16,32
II13311,N,N,1,17,32
g7293,N,Y,1,18,32
g6469,N,N,1,12,32
II12681,N,N,1,13,32
g6960,N,N,1,14,32
II13054,N,N,1,15,32
g7160,N,N,1,16,32
II13314,N,N,1,17,32
g7294,N,Y,1,18,32
g6463,N,N,1,12,32
II12782,N,N,1,13,32
g7024,N,N,1,14,32
II13147,N,N,1,15,32
g7211,N,N,1,16,32
II13317,N,N,1,17,32
g7295,N,Y,1,18,32
II13084,N,N,1,12,22
g7176,N,N,1,13,23
II13326,N,N,1,14,24
g7298,N,Y,1,15,25
g1167[IL],Y,N,0,0,1
II13544,N,N,1,1,2
g7423,N,Y,1,2,3
g1170[IL],Y,N,0,0,1
II13547,N,N,1,1,2
g7424,N,Y,1,2,3
g1173[IL],Y,N,0,0,1
II13550,N,N,1,1,2
g7425,N,Y,1,2,3
g65[IL],Y,N,0,0,1
g62[IL],Y,N,0,0,1
g2521,N,N,1,1,3
g3654,N,N,1,2,4
II8196,N,N,1,3,5
g4259,N,N,1,4,6
g45[IL],Y,N,0,0,1
g2484,N,N,1,1,2
II7118,N,N,1,2,3
g3642,N,N,1,3,4
II7662,N,N,1,4,5
g3957,N,N,1,5,6
II9484,N,N,1,6,7
g5100,N,N,1,7,8
g5418,N,N,1,8,9
II11129,N,N,1,9,10
g6278,N,N,1,10,11
II11987,N,N,1,11,12
g6677,N,N,1,12,13
g7079,N,N,1,13,20
g4960,N,N,1,5,7
II10135,N,N,1,6,8
g5652,N,N,1,7,9
g7248,N,N,1,14,24
II13628,N,N,1,15,25
g7474,N,Y,1,16,26
II10157,N,N,1,9,10
g5670,N,N,1,10,11
g6244,N,N,1,11,12
g6700,N,N,1,12,13
II12877,N,N,1,13,14
g7095,N,N,1,14,15
II13225,N,N,1,15,16
g7261,N,N,1,16,17
II13447,N,N,1,17,18
g7343,N,N,1,18,19
II13692,N,N,1,19,20
g7504,N,Y,1,20,21
II10172,N,N,1,9,10
g5679,N,N,1,10,11
g6250,N,N,1,11,12
g6708,N,N,1,12,13
II12547,N,N,1,13,14
g6892,N,N,1,14,15
II13228,N,N,1,15,16
g7262,N,N,1,16,17
II13451,N,N,1,17,18
g7345,N,N,1,18,19
II13695,N,N,1,19,20
g7505,N,Y,1,20,21
II10180,N,N,1,9,10
g5683,N,N,1,10,11
g6254,N,N,1,11,12
g6720,N,N,1,12,13
II12564,N,N,1,13,14
g6897,N,N,1,14,15
II13231,N,N,1,15,16
g7263,N,N,1,16,17
II13460,N,N,1,17,18
g7348,N,N,1,18,19
II13698,N,N,1,19,20
g7506,N,Y,1,20,21
II10186,N,N,1,9,10
g5685,N,N,1,10,11
g6257,N,N,1,11,12
g6721,N,N,1,12,13
II12567,N,N,1,13,14
g6898,N,N,1,14,15
II13234,N,N,1,15,16
g7264,N,N,1,16,17
II13463,N,N,1,17,18
g7349,N,N,1,18,19
II13701,N,N,1,19,20
g7507,N,Y,1,20,21
II10193,N,N,1,9,10
g5688,N,N,1,10,11
g6263,N,N,1,11,12
g6729,N,N,1,12,13
II12571,N,N,1,13,14
g6900,N,N,1,14,15
II13238,N,N,1,15,16
g7266,N,N,1,16,17
II13472,N,N,1,17,18
g7352,N,N,1,18,19
II13704,N,N,1,19,20
g7508,N,Y,1,20,21
g6977,N,N,1,11,17
g7252,N,N,1,12,21
II13583,N,N,1,13,22
g7442,N,N,1,14,23
II13722,N,N,1,15,24
g7514,N,Y,1,16,25
II10965,N,N,1,11,12
g6208,N,N,1,12,13
g6644,N,N,1,13,14
g7057,N,N,1,14,15
II13255,N,N,1,15,16
g7273,N,N,1,16,17
II13613,N,N,1,17,18
g7455,N,N,1,18,19
II13816,N,N,1,19,20
g7544,N,N,1,20,21
II14058,N,N,1,21,22
g7729,N,Y,1,22,23
II10976,N,N,1,11,12
g6213,N,N,1,12,13
g6650,N,N,1,13,14
g7061,N,N,1,14,15
II13264,N,N,1,15,16
g7276,N,N,1,16,17
II13617,N,N,1,17,18
g7459,N,N,1,18,19
II13822,N,N,1,19,20
g7546,N,N,1,20,21
II14061,N,N,1,21,22
g7730,N,Y,1,22,23
