NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE
U8369,N,N,1,21,16
U3361,N,N,1,22,16
U3361[OL],N,Y,1,23,16
P2_DATAO_REG_11_[IL],Y,N,0,0,1
U8459,N,N,1,4,10
P1_DATAO_REG_11_[IL],Y,N,0,0,1
U8458,N,N,1,4,10
U4763,N,N,1,5,14
SI_11_,Y,N,0,0,1
U4119,N,N,1,1,2
U8554,N,N,1,6,16
U8460,N,N,1,6,15
U8553,N,N,1,7,16
U825,N,N,1,16,16
U8551,N,N,1,6,16
U8550,N,N,1,7,16
U8552,N,N,1,8,16
U509,N,N,1,14,16
U2044,N,N,1,11,16
U2821,N,N,1,15,16
U2837,N,N,1,18,16
U8368,N,N,1,19,16
P1_IR_REG_11_[IL],Y,N,0,0,1
U1526,N,N,1,4,16
U10628,N,N,1,6,16
U8367,N,N,1,7,16
U11385,N,N,1,4,7
U11384,N,N,1,5,13
U1360,N,N,1,9,16
U4046,N,N,1,20,16
U4046[OL],N,Y,1,22,16
P2_DATAO_REG_12_[IL],Y,N,0,0,1
U11382,N,N,1,5,13
P1_IR_REG_12_[IL],Y,N,0,0,1
U11383,N,N,1,4,7
U5565,N,N,1,6,16
U9724,N,N,1,1,2
U12287,N,N,1,7,16
U3708,N,N,1,6,16
U11381,N,N,1,8,16
U5212,N,N,1,16,16
SI_12_,Y,N,0,0,1
U8464,N,N,1,4,10
P1_DATAO_REG_12_[IL],Y,N,0,0,1
U8463,N,N,1,4,10
U4762,N,N,1,5,14
U4120,N,N,1,6,16
U2748,N,N,1,6,16
U823,N,N,1,18,16
U718,N,N,1,15,16
U3264,N,N,1,7,16
U3263,N,N,1,16,16
U4913,N,N,1,7,16
U5594,N,N,1,16,16
U4165,N,N,1,18,16
U4164,N,N,1,7,16
U824,N,N,1,19,16
U2247,N,N,1,19,16
U3164,N,N,1,21,16
U4092,N,N,1,22,16
U9558,N,N,1,23,16
U9558[OL],N,Y,1,24,16
P2_DATAO_REG_13_[IL],Y,N,0,0,1
U11377,N,N,1,5,13
P1_IR_REG_13_[IL],Y,N,0,0,1
U11379,N,N,1,4,7
U9980,N,N,1,7,16
U11924,N,N,1,8,16
U5810,N,N,1,8,16
U2302,N,N,1,9,16
U11380,N,N,1,11,16
U5406,N,N,1,7,16
U8462,N,N,1,4,10
P1_DATAO_REG_13_[IL],Y,N,0,0,1
U8461,N,N,1,4,10
U2795,N,N,1,5,14
U2587,N,N,1,6,15
SI_13_,Y,N,0,0,1
U2585,N,N,1,1,2
U2586,N,N,1,7,16
U8654,N,N,1,6,16
U2393,N,N,1,10,16
U8400,N,N,1,11,16
U841,N,N,1,19,16
U474,N,N,1,5,16
U3127,N,N,1,9,16
U2588,N,N,1,7,16
U4926,N,N,1,10,16
U8412,N,N,1,18,16
U8413,N,N,1,19,16
U5725,N,N,1,20,16
U3167,N,N,1,22,16
U11378,N,N,1,23,16
U9559,N,N,1,24,16
U9559[OL],N,Y,1,25,16
U5408,N,N,1,7,16
U2787,N,N,1,10,16
U1902,N,N,1,12,16
U501,N,N,1,9,16
U2584,N,N,1,7,16
U2583,N,N,1,10,16
U376,N,N,1,6,16
U2581,N,N,1,11,16
U564,N,N,1,15,16
U836,N,N,1,16,16
P2_DATAO_REG_14_[IL],Y,N,0,0,1
U8457,N,N,1,4,10
P1_DATAO_REG_14_[IL],Y,N,0,0,1
U8456,N,N,1,4,10
U4761,N,N,1,5,14
SI_14_,Y,N,0,0,1
U2577,N,N,1,6,16
U5407,N,N,1,6,16
U1307,N,N,1,18,16
U8415,N,N,1,18,16
U5715,N,N,1,7,16
U835,N,N,1,19,16
U2826,N,N,1,21,16
U8365,N,N,1,22,16
U1523,N,N,1,6,16
U5714,N,N,1,7,16
P1_IR_REG_14_[IL],Y,N,0,0,1
U4309,N,N,1,1,2
U9465,N,N,1,8,16
U9464,N,N,1,7,16
U8366,N,N,1,9,16
U11376,N,N,1,4,7
U11375,N,N,1,5,13
U1361,N,N,1,11,16
U4088,N,N,1,23,16
U4088[OL],N,Y,1,24,16
P2_DATAO_REG_15_[IL],Y,N,0,0,1
U8466,N,N,1,4,10
P1_DATAO_REG_15_[IL],Y,N,0,0,1
U8465,N,N,1,4,10
U4771,N,N,1,5,14
SI_15_,Y,N,0,0,1
U2465,N,N,1,1,2
U2579,N,N,1,6,16
U2463,N,N,1,6,15
U2464,N,N,1,7,16
U4693,N,N,1,8,16
U4207,N,N,1,12,16
U3050,N,N,1,13,16
U2582,N,N,1,12,16
U2459,N,N,1,13,16
U5739,N,N,1,13,16
U637,N,N,1,16,16
U837,N,N,1,17,16
U8650,N,N,1,18,16
U8414,N,N,1,18,16
U817,N,N,1,19,16
U2818,N,N,1,21,16
U8364,N,N,1,22,16
U11372,N,N,1,5,13
P1_IR_REG_15_[IL],Y,N,0,0,1
U11373,N,N,1,4,7
U1344,N,N,1,7,16
U6217,N,N,1,8,16
U6218,N,N,1,9,16
U2256,N,N,1,11,16
U11374,N,N,1,12,16
U5190,N,N,1,13,16
U4066,N,N,1,23,16
U4066[OL],N,Y,1,24,16
P2_DATAO_REG_16_[IL],Y,N,0,0,1
U8436,N,N,1,4,10
P1_DATAO_REG_16_[IL],Y,N,0,0,1
U8435,N,N,1,4,10
U4760,N,N,1,5,14
SI_16_,Y,N,0,0,1
U2590,N,N,1,1,2
U2591,N,N,1,6,16
U2593,N,N,1,6,15
U2594,N,N,1,7,16
U4931,N,N,1,8,16
U2578,N,N,1,7,16
U695,N,N,1,12,16
U2575,N,N,1,8,16
U2574,N,N,1,10,16
U2573,N,N,1,13,16
U2572,N,N,1,17,16
U2580,N,N,1,13,16
U2457,N,N,1,15,16
