NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE
P3_ADDRESS_REG_22_[IL],Y,N,0,0,1
U22640,N,N,1,5,16
P2_ADDRESS_REG_22_[IL],Y,N,0,0,1
U22639,N,N,1,4,15
U15843,N,N,1,8,16
ADDRESS2_22_,N,Y,1,9,16
P3_ADDRESS_REG_21_[IL],Y,N,0,0,1
U22642,N,N,1,5,16
P2_ADDRESS_REG_21_[IL],Y,N,0,0,1
U22641,N,N,1,4,15
U15844,N,N,1,8,16
ADDRESS2_21_,N,Y,1,9,16
P3_ADDRESS_REG_20_[IL],Y,N,0,0,1
U22644,N,N,1,5,16
P2_ADDRESS_REG_20_[IL],Y,N,0,0,1
U22643,N,N,1,4,15
U15845,N,N,1,8,16
ADDRESS2_20_,N,Y,1,9,16
P3_ADDRESS_REG_19_[IL],Y,N,0,0,1
U22648,N,N,1,5,16
P2_ADDRESS_REG_19_[IL],Y,N,0,0,1
U22647,N,N,1,4,15
U15847,N,N,1,8,16
ADDRESS2_19_,N,Y,1,9,16
P3_ADDRESS_REG_18_[IL],Y,N,0,0,1
U22650,N,N,1,5,16
P2_ADDRESS_REG_18_[IL],Y,N,0,0,1
U22649,N,N,1,4,15
U15848,N,N,1,8,16
ADDRESS2_18_,N,Y,1,9,16
P3_ADDRESS_REG_17_[IL],Y,N,0,0,1
U22652,N,N,1,5,16
P2_ADDRESS_REG_17_[IL],Y,N,0,0,1
U22651,N,N,1,4,15
U15849,N,N,1,8,16
ADDRESS2_17_,N,Y,1,9,16
P3_ADDRESS_REG_16_[IL],Y,N,0,0,1
U22654,N,N,1,5,16
P2_ADDRESS_REG_16_[IL],Y,N,0,0,1
U22653,N,N,1,4,15
U15850,N,N,1,8,16
ADDRESS2_16_,N,Y,1,9,16
P3_ADDRESS_REG_15_[IL],Y,N,0,0,1
U22656,N,N,1,5,16
P2_ADDRESS_REG_15_[IL],Y,N,0,0,1
U22655,N,N,1,4,15
U15851,N,N,1,8,16
ADDRESS2_15_,N,Y,1,9,16
P3_ADDRESS_REG_14_[IL],Y,N,0,0,1
U22658,N,N,1,5,16
P2_ADDRESS_REG_14_[IL],Y,N,0,0,1
U22657,N,N,1,4,15
U15852,N,N,1,8,16
ADDRESS2_14_,N,Y,1,9,16
P3_ADDRESS_REG_13_[IL],Y,N,0,0,1
U22660,N,N,1,5,16
P2_ADDRESS_REG_13_[IL],Y,N,0,0,1
U22659,N,N,1,4,15
U15853,N,N,1,8,16
ADDRESS2_13_,N,Y,1,9,16
P3_ADDRESS_REG_12_[IL],Y,N,0,0,1
U22662,N,N,1,5,16
P2_ADDRESS_REG_12_[IL],Y,N,0,0,1
U22661,N,N,1,4,15
U15854,N,N,1,8,16
ADDRESS2_12_,N,Y,1,9,16
P3_ADDRESS_REG_11_[IL],Y,N,0,0,1
U22664,N,N,1,5,16
P2_ADDRESS_REG_11_[IL],Y,N,0,0,1
U22663,N,N,1,4,15
U15855,N,N,1,8,16
ADDRESS2_11_,N,Y,1,9,16
P3_ADDRESS_REG_10_[IL],Y,N,0,0,1
U22666,N,N,1,5,16
P2_ADDRESS_REG_10_[IL],Y,N,0,0,1
U22665,N,N,1,4,15
U15856,N,N,1,8,16
ADDRESS2_10_,N,Y,1,9,16
P3_ADDRESS_REG_9_[IL],Y,N,0,0,1
U22610,N,N,1,5,16
P2_ADDRESS_REG_9_[IL],Y,N,0,0,1
U22609,N,N,1,4,15
U15828,N,N,1,8,16
ADDRESS2_9_,N,Y,1,9,16
P3_ADDRESS_REG_8_[IL],Y,N,0,0,1
U22612,N,N,1,5,16
P2_ADDRESS_REG_8_[IL],Y,N,0,0,1
U22611,N,N,1,4,15
U15829,N,N,1,8,16
ADDRESS2_8_,N,Y,1,9,16
P3_ADDRESS_REG_7_[IL],Y,N,0,0,1
U22614,N,N,1,5,16
P2_ADDRESS_REG_7_[IL],Y,N,0,0,1
U22613,N,N,1,4,15
U15830,N,N,1,8,16
ADDRESS2_7_,N,Y,1,9,16
P3_ADDRESS_REG_6_[IL],Y,N,0,0,1
U22616,N,N,1,5,16
P2_ADDRESS_REG_6_[IL],Y,N,0,0,1
U22615,N,N,1,4,15
U15831,N,N,1,8,16
ADDRESS2_6_,N,Y,1,9,16
P3_ADDRESS_REG_5_[IL],Y,N,0,0,1
U22618,N,N,1,5,16
P2_ADDRESS_REG_5_[IL],Y,N,0,0,1
U22617,N,N,1,4,15
U15832,N,N,1,8,16
ADDRESS2_5_,N,Y,1,9,16
P3_ADDRESS_REG_4_[IL],Y,N,0,0,1
U22620,N,N,1,5,16
P2_ADDRESS_REG_4_[IL],Y,N,0,0,1
U22619,N,N,1,4,15
U15833,N,N,1,8,16
ADDRESS2_4_,N,Y,1,9,16
P3_ADDRESS_REG_3_[IL],Y,N,0,0,1
U22622,N,N,1,5,16
P2_ADDRESS_REG_3_[IL],Y,N,0,0,1
U22621,N,N,1,4,15
U15834,N,N,1,8,16
ADDRESS2_3_,N,Y,1,9,16
P3_ADDRESS_REG_2_[IL],Y,N,0,0,1
U22624,N,N,1,5,16
P2_ADDRESS_REG_2_[IL],Y,N,0,0,1
U22623,N,N,1,4,15
U15835,N,N,1,8,16
ADDRESS2_2_,N,Y,1,9,16
P3_ADDRESS_REG_1_[IL],Y,N,0,0,1
U22646,N,N,1,5,16
P2_ADDRESS_REG_1_[IL],Y,N,0,0,1
U22645,N,N,1,4,15
U15846,N,N,1,8,16
ADDRESS2_1_,N,Y,1,9,16
P3_ADDRESS_REG_0_[IL],Y,N,0,0,1
U22668,N,N,1,5,16
P2_ADDRESS_REG_0_[IL],Y,N,0,0,1
U22667,N,N,1,4,15
U15857,N,N,1,8,16
ADDRESS2_0_,N,Y,1,9,16
P3_W_R_N_REG[IL],Y,N,0,0,1
WR,N,Y,1,1,2
P3_D_C_N_REG[IL],Y,N,0,0,1
DC,N,Y,1,1,2
P3_M_IO_N_REG[IL],Y,N,0,0,1
MIO,N,Y,1,1,2
P1_ADS_N_REG[IL],Y,N,0,0,1
AST1,N,Y,1,1,2
P3_ADS_N_REG[IL],Y,N,0,0,1
AST2,N,Y,1,1,2
P1_DATAO_REG_0_[IL],Y,N,0,0,1
P1_M_IO_N_REG[IL],Y,N,0,0,1
P1_W_R_N_REG[IL],Y,N,0,0,1
P1_BE_N_REG_2_[IL],Y,N,0,0,1
U16342,N,N,1,1,2
P1_BE_N_REG_0_[IL],Y,N,0,0,1
P1_D_C_N_REG[IL],Y,N,0,0,1
P1_BE_N_REG_1_[IL],Y,N,0,0,1
P1_BE_N_REG_3_[IL],Y,N,0,0,1
U15932,N,N,1,1,6
U3127,N,N,1,1,5
U3126,N,N,1,2,9
U3125,N,N,1,1,5
U3124,N,N,1,2,9
U3123,N,N,1,1,5
U3122,N,N,1,2,9
U3121,N,N,1,1,5
U3120,N,N,1,2,10
U16402,N,N,1,6,16
U15199,N,N,1,7,16
U16344,N,N,1,8,16
U14311,N,N,1,9,16
U16403,N,N,1,10,16
U16501,N,N,1,11,16
BUF1_REG_0_[IL],Y,N,0,0,1
U3131,N,N,1,1,5
U3271,N,N,1,2,9
U3130,N,N,1,1,5
U3272,N,N,1,2,9
U3129,N,N,1,1,5
U3273,N,N,1,2,9
U3128,N,N,1,1,5
U3274,N,N,1,2,10
U8952,N,N,1,6,16
U6096,N,N,1,7,16
U8953,N,N,1,8,16
P2_W_R_N_REG[IL],Y,N,0,0,1
P2_M_IO_N_REG[IL],Y,N,0,0,1
P2_BE_N_REG_3_[IL],Y,N,0,0,1
U16324,N,N,1,1,2
P2_D_C_N_REG[IL],Y,N,0,0,1
U16304,N,N,1,1,2
P2_BE_N_REG_0_[IL],Y,N,0,0,1
P2_ADS_N_REG[IL],Y,N,0,0,1
P2_BE_N_REG_2_[IL],Y,N,0,0,1
P2_BE_N_REG_1_[IL],Y,N,0,0,1
U15930,N,N,1,1,5
U3525,N,N,1,2,12
U16404,N,N,1,9,16
U15201,N,N,1,10,16
U16405,N,N,1,11,16
U16499,N,N,1,12,16
U3286,N,N,1,11,16
P2_DATAO_REG_0_[IL],Y,N,0,0,1
U16500,N,N,1,12,16
U14344,N,N,1,13,16
U14344[OL],N,Y,1,16,16
P1_DATAO_REG_1_[IL],Y,N,0,0,1
U16498,N,N,1,11,16
BUF1_REG_1_[IL],Y,N,0,0,1
U16496,N,N,1,12,16
P2_DATAO_REG_1_[IL],Y,N,0,0,1
U16497,N,N,1,12,16
U14313,N,N,1,13,16
U14313[OL],N,Y,1,16,16
P1_DATAO_REG_2_[IL],Y,N,0,0,1
U16495,N,N,1,11,16
BUF1_REG_2_[IL],Y,N,0,0,1
U16493,N,N,1,12,16
P2_DATAO_REG_2_[IL],Y,N,0,0,1
U16494,N,N,1,12,16
U14314,N,N,1,13,16
U14314[OL],N,Y,1,16,16
P1_DATAO_REG_3_[IL],Y,N,0,0,1
U16492,N,N,1,11,16
BUF1_REG_3_[IL],Y,N,0,0,1
U16490,N,N,1,12,16
P2_DATAO_REG_3_[IL],Y,N,0,0,1
U16491,N,N,1,12,16
U14315,N,N,1,13,16
U14315[OL],N,Y,1,16,16
P1_DATAO_REG_4_[IL],Y,N,0,0,1
U16489,N,N,1,11,16
BUF1_REG_4_[IL],Y,N,0,0,1
U16487,N,N,1,12,16
P2_DATAO_REG_4_[IL],Y,N,0,0,1
U16488,N,N,1,12,16
U14316,N,N,1,13,16
U14316[OL],N,Y,1,16,16
P1_DATAO_REG_5_[IL],Y,N,0,0,1
U16486,N,N,1,11,16
BUF1_REG_5_[IL],Y,N,0,0,1
U16484,N,N,1,12,16
P2_DATAO_REG_5_[IL],Y,N,0,0,1
U16485,N,N,1,12,16
U14317,N,N,1,13,16
U14317[OL],N,Y,1,16,16
P1_DATAO_REG_6_[IL],Y,N,0,0,1
U16483,N,N,1,11,16
BUF1_REG_6_[IL],Y,N,0,0,1
U16481,N,N,1,12,16
P2_DATAO_REG_6_[IL],Y,N,0,0,1
U16482,N,N,1,12,16
U14318,N,N,1,13,16
U14318[OL],N,Y,1,16,16
P1_DATAO_REG_7_[IL],Y,N,0,0,1
U16480,N,N,1,11,16
BUF1_REG_7_[IL],Y,N,0,0,1
U16478,N,N,1,12,16
P2_DATAO_REG_7_[IL],Y,N,0,0,1
U16479,N,N,1,12,16
U14319,N,N,1,13,16
U14319[OL],N,Y,1,16,16
P1_DATAO_REG_8_[IL],Y,N,0,0,1
U16477,N,N,1,11,16
BUF1_REG_8_[IL],Y,N,0,0,1
U16475,N,N,1,12,16
P2_DATAO_REG_8_[IL],Y,N,0,0,1
U16476,N,N,1,12,16
U14320,N,N,1,13,16
U14320[OL],N,Y,1,16,16
P1_DATAO_REG_9_[IL],Y,N,0,0,1
U16474,N,N,1,11,16
BUF1_REG_9_[IL],Y,N,0,0,1
U16472,N,N,1,12,16
P2_DATAO_REG_9_[IL],Y,N,0,0,1
U16473,N,N,1,12,16
U14321,N,N,1,13,16
U14321[OL],N,Y,1,16,16
P1_DATAO_REG_10_[IL],Y,N,0,0,1
U16471,N,N,1,11,16
BUF1_REG_10_[IL],Y,N,0,0,1
U16469,N,N,1,12,16
P2_DATAO_REG_10_[IL],Y,N,0,0,1
U16470,N,N,1,12,16
U14322,N,N,1,13,16
U14322[OL],N,Y,1,16,16
P1_DATAO_REG_11_[IL],Y,N,0,0,1
U16468,N,N,1,11,16
BUF1_REG_11_[IL],Y,N,0,0,1
U16466,N,N,1,12,16
P2_DATAO_REG_11_[IL],Y,N,0,0,1
U16467,N,N,1,12,16
U14323,N,N,1,13,16
U14323[OL],N,Y,1,16,16
P1_DATAO_REG_12_[IL],Y,N,0,0,1
U16465,N,N,1,11,16
BUF1_REG_12_[IL],Y,N,0,0,1
U16463,N,N,1,12,16
P2_DATAO_REG_12_[IL],Y,N,0,0,1
U16464,N,N,1,12,16
U14324,N,N,1,13,16
U14324[OL],N,Y,1,16,16
P1_DATAO_REG_13_[IL],Y,N,0,0,1
U16462,N,N,1,11,16
BUF1_REG_13_[IL],Y,N,0,0,1
U16460,N,N,1,12,16
P2_DATAO_REG_13_[IL],Y,N,0,0,1
U16461,N,N,1,12,16
U14325,N,N,1,13,16
U14325[OL],N,Y,1,16,16
P1_DATAO_REG_14_[IL],Y,N,0,0,1
U16459,N,N,1,11,16
BUF1_REG_14_[IL],Y,N,0,0,1
U16457,N,N,1,12,16
P2_DATAO_REG_14_[IL],Y,N,0,0,1
U16458,N,N,1,12,16
U14326,N,N,1,13,16
U14326[OL],N,Y,1,16,16
P1_DATAO_REG_15_[IL],Y,N,0,0,1
U16456,N,N,1,11,16
BUF1_REG_15_[IL],Y,N,0,0,1
U16454,N,N,1,12,16
P2_DATAO_REG_15_[IL],Y,N,0,0,1
U16455,N,N,1,12,16
U14327,N,N,1,13,16
U14327[OL],N,Y,1,16,16
P1_DATAO_REG_16_[IL],Y,N,0,0,1
U16453,N,N,1,11,16
BUF1_REG_16_[IL],Y,N,0,0,1
U16451,N,N,1,12,16
P2_DATAO_REG_16_[IL],Y,N,0,0,1
U16452,N,N,1,12,16
U14328,N,N,1,13,16
U14328[OL],N,Y,1,16,16
P1_DATAO_REG_17_[IL],Y,N,0,0,1
U16450,N,N,1,11,16
BUF1_REG_17_[IL],Y,N,0,0,1
U16448,N,N,1,12,16
P2_DATAO_REG_17_[IL],Y,N,0,0,1
U16449,N,N,1,12,16
U14329,N,N,1,13,16
U14329[OL],N,Y,1,16,16
P1_DATAO_REG_18_[IL],Y,N,0,0,1
U16447,N,N,1,11,16
BUF1_REG_18_[IL],Y,N,0,0,1
U16445,N,N,1,12,16
P2_DATAO_REG_18_[IL],Y,N,0,0,1
U16446,N,N,1,12,16
U14330,N,N,1,13,16
U14330[OL],N,Y,1,16,16
P1_DATAO_REG_19_[IL],Y,N,0,0,1
U16444,N,N,1,11,16
BUF1_REG_19_[IL],Y,N,0,0,1
U16442,N,N,1,12,16
P2_DATAO_REG_19_[IL],Y,N,0,0,1
U16443,N,N,1,12,16
U14331,N,N,1,13,16
U14331[OL],N,Y,1,16,16
P1_DATAO_REG_20_[IL],Y,N,0,0,1
U16441,N,N,1,11,16
BUF1_REG_20_[IL],Y,N,0,0,1
U16439,N,N,1,12,16
P2_DATAO_REG_20_[IL],Y,N,0,0,1
U16440,N,N,1,12,16
U14332,N,N,1,13,16
U14332[OL],N,Y,1,16,16
P1_DATAO_REG_21_[IL],Y,N,0,0,1
U16438,N,N,1,11,16
BUF1_REG_21_[IL],Y,N,0,0,1
U16436,N,N,1,12,16
P2_DATAO_REG_21_[IL],Y,N,0,0,1
U16437,N,N,1,12,16
U14333,N,N,1,13,16
U14333[OL],N,Y,1,16,16
P1_DATAO_REG_22_[IL],Y,N,0,0,1
U16435,N,N,1,11,16
BUF1_REG_22_[IL],Y,N,0,0,1
U16433,N,N,1,12,16
P2_DATAO_REG_22_[IL],Y,N,0,0,1
U16434,N,N,1,12,16
U14334,N,N,1,13,16
U14334[OL],N,Y,1,16,16
P1_DATAO_REG_23_[IL],Y,N,0,0,1
U16432,N,N,1,11,16
BUF1_REG_23_[IL],Y,N,0,0,1
U16430,N,N,1,12,16
P2_DATAO_REG_23_[IL],Y,N,0,0,1
U16431,N,N,1,12,16
U14335,N,N,1,13,16
U14335[OL],N,Y,1,16,16
P1_DATAO_REG_24_[IL],Y,N,0,0,1
U16429,N,N,1,11,16
BUF1_REG_24_[IL],Y,N,0,0,1
U16427,N,N,1,12,16
P2_DATAO_REG_24_[IL],Y,N,0,0,1
U16428,N,N,1,12,16
U14336,N,N,1,13,16
U14336[OL],N,Y,1,16,16
P1_DATAO_REG_25_[IL],Y,N,0,0,1
U16426,N,N,1,11,16
BUF1_REG_25_[IL],Y,N,0,0,1
U16424,N,N,1,12,16
P2_DATAO_REG_25_[IL],Y,N,0,0,1
U16425,N,N,1,12,16
U14337,N,N,1,13,16
U14337[OL],N,Y,1,16,16
P1_DATAO_REG_26_[IL],Y,N,0,0,1
U16423,N,N,1,11,16
BUF1_REG_26_[IL],Y,N,0,0,1
U16421,N,N,1,12,16
P2_DATAO_REG_26_[IL],Y,N,0,0,1
U16422,N,N,1,12,16
U14338,N,N,1,13,16
U14338[OL],N,Y,1,16,16
P1_DATAO_REG_27_[IL],Y,N,0,0,1
U16420,N,N,1,11,16
BUF1_REG_27_[IL],Y,N,0,0,1
U16418,N,N,1,12,16
P2_DATAO_REG_27_[IL],Y,N,0,0,1
U16419,N,N,1,12,16
U14339,N,N,1,13,16
U14339[OL],N,Y,1,16,16
P1_DATAO_REG_28_[IL],Y,N,0,0,1
U16417,N,N,1,11,16
BUF1_REG_28_[IL],Y,N,0,0,1
U16415,N,N,1,12,16
P2_DATAO_REG_28_[IL],Y,N,0,0,1
U16416,N,N,1,12,16
U14340,N,N,1,13,16
U14340[OL],N,Y,1,16,16
P1_DATAO_REG_29_[IL],Y,N,0,0,1
U16414,N,N,1,11,16
BUF1_REG_29_[IL],Y,N,0,0,1
U16412,N,N,1,12,16
P2_DATAO_REG_29_[IL],Y,N,0,0,1
U16413,N,N,1,12,16
U14341,N,N,1,13,16
U14341[OL],N,Y,1,16,16
U16411,N,N,1,11,16
BUF1_REG_30_[IL],Y,N,0,0,1
U16409,N,N,1,12,16
U16410,N,N,1,12,16
U14342,N,N,1,13,16
U14342[OL],N,Y,1,16,16
U16408,N,N,1,11,16
BUF1_REG_31_[IL],Y,N,0,0,1
U16406,N,N,1,12,16
U16407,N,N,1,12,16
U14343,N,N,1,13,16
U14343[OL],N,Y,1,16,16
U15198,N,N,1,1,2
U14312,N,N,1,3,15
U16401,N,N,1,4,16
U22608,N,N,1,7,16
BUF2_REG_0_[IL],Y,N,0,0,1
U22607,N,N,1,4,16
U15827,N,N,1,8,16
U15827[OL],N,Y,1,9,16
U22606,N,N,1,7,16
BUF2_REG_1_[IL],Y,N,0,0,1
U22605,N,N,1,4,16
U15826,N,N,1,8,16
U15826[OL],N,Y,1,9,16
U22604,N,N,1,7,16
BUF2_REG_2_[IL],Y,N,0,0,1
U22603,N,N,1,4,16
U15825,N,N,1,8,16
U15825[OL],N,Y,1,9,16
U22602,N,N,1,7,16
BUF2_REG_3_[IL],Y,N,0,0,1
U22601,N,N,1,4,16
U15824,N,N,1,8,16
U15824[OL],N,Y,1,9,16
U22600,N,N,1,7,16
BUF2_REG_4_[IL],Y,N,0,0,1
U22599,N,N,1,4,16
U15823,N,N,1,8,16
U15823[OL],N,Y,1,9,16
U22598,N,N,1,7,16
BUF2_REG_5_[IL],Y,N,0,0,1
U22597,N,N,1,4,16
U15822,N,N,1,8,16
U15822[OL],N,Y,1,9,16
U22596,N,N,1,7,16
BUF2_REG_6_[IL],Y,N,0,0,1
U22595,N,N,1,4,16
U15821,N,N,1,8,16
U15821[OL],N,Y,1,9,16
U22594,N,N,1,7,16
BUF2_REG_7_[IL],Y,N,0,0,1
U22593,N,N,1,4,16
U15820,N,N,1,8,16
U15820[OL],N,Y,1,9,16
U22592,N,N,1,7,16
BUF2_REG_8_[IL],Y,N,0,0,1
U22591,N,N,1,4,16
U15819,N,N,1,8,16
U15819[OL],N,Y,1,9,16
U22590,N,N,1,7,16
BUF2_REG_9_[IL],Y,N,0,0,1
U22589,N,N,1,4,16
U15818,N,N,1,8,16
U15818[OL],N,Y,1,9,16
U22588,N,N,1,7,16
BUF2_REG_10_[IL],Y,N,0,0,1
U22587,N,N,1,4,16
U15817,N,N,1,8,16
U15817[OL],N,Y,1,9,16
