CLUSTER ROOT NODE,CLUSTER SIZE
g6801[OL],16
g4426[OL],15
g5474[OL],16
g5140[OL],16
g5696[OL],16
g4852[OL],16
g4848[OL],16
g4659[OL],16
g6583[OL],16
g6402[OL],16
g4144[OL],14
g6104[OL],16
g6941[OL],16
g6403[OL],16
g6500[OL],16
g6508[OL],16
g6586[OL],16
g4146[OL],14
g4143[OL],14
g6720[OL],16
g6585[OL],16
g486[IL],1
g1724,5
g2967,7
g2974,7
g4612,14
g2869,10
g3992,14
g676[IL],1
g3491,9
g3541,9
I6027,16
I6028,16
g3752,16
g3868,10
g1692,5
g1696,5
g1699,5
g1703,5
g1711,5
g1721,5
g1726,5
g1735,5
g6115,16
g5537,16
g638[IL],1
g4867,16
g3312,13
g932,2
g6478,16
g6624,16
g6465,16
g6622,16
g6621,16
I8524,16
g4616,16
g3605,13
g6741,16
g4536,16
g6799,16
g6912,16
g6915,16
g6916,16
g6895,16
g6893,16
g3285,16
g3457,9
g4537,16
g2067,16
g1595,16
g1474,7
g3924,16
g471[IL],1
g3505,16
g461[IL],1
g536[IL],1
g541[IL],1
g926,6
g950,6
g948,6
g937,6
g930,6
g928,6
g944,6
g941,6
g939,6
g430[IL],1
g6250,16
g6229,16
g5536,16
g328[IL],1
g1411,4
g901,3
g314,1
g6256,16
g6230,16
g6089,16
g465[IL],1
g952,3
g1585,7
g2084,9
g2916,16
g1589,5
I6500,16
I6499,16
g5954,16
g6087,16
g5682,16
g5425,16
g84[IL],1
g5429,16
g5228,16
g5304,16
g4610,16
g4221,16
I6026,16
g4223,16
g1539,3
g622[IL],1
g2846,9
g3784,16
g1815,4
g1743,4
g1138,3
g94,1
g98,1
g1064,2
g1070,2
g3286,16
g3458,9
g4545,16
g2311,14
g1612,16
g1481,7
g3928,16
g478[IL],1
g3512,16
g3913,11
g3425,16
g1056,2
g1084,2
g1649,3
g598[IL],1
g567,1
g3765,16
g2986,16
g6628,16
g815,3
g5242,16
g4416,16
g2950,16
g6473,16
g4247,16
g6474,16
g6558,16
g1842,16
g496[IL],1
g1838,16
g4244,16
g2032,11
g1609,7
g5950,16
g5617,16
g5667,16
g5378,16
g4938,16
g179[IL],1
g4947,16
g4864,16
g4741,16
g6132,16
g6117,16
g6164,16
g590[IL],1
I7311,16
g5364,16
g5926,16
g3764,16
g809,3
g6559,16
I8367,16
I8368,16
I8369,16
g5214,16
I8128,16
I8129,16
g6015,16
g4950,16
g4877,16
g5958,16
g5975,16
g5997,16
g5852,16
g5853,16
g1655,3
g606[IL],1
g2092,7
g5619,16
g5670,16
g5380,16
g4943,16
g188[IL],1
g4949,16
g4866,16
g4753,16
g1671,3
g646[IL],1
g2909,9
g326[IL],1
g5935,16
g6065,16
g5665,16
g5392,16
g361[IL],1
g5398,16
g5439,16
g4513,16
g394[IL],1
g858,2
g319,1
g1861,5
g964,2
g837,2
g836,2
g835,2
g1436,5
g1533,3
g619[IL],1
g2015,7
g3290,16
g3459,9
g4410,16
g3012,16
g2924,16
g1749,10
g4507,16
g386[IL],1
g1542,3
g625[IL],1
g3421,11
g437[IL],1
g441[IL],1
g3278,16
g3453,9
g821,3
g2928,16
g1764,10
g6335,16
I8347,16
I8348,16
g6159,16
g5163,16
g5191,16
g3858,16
g6135,16
g6140,16
g6157,16
g3833,16
g5912,16
g331[IL],1
g3806,16
g3384,16
g1902,5
g4863,16
g2903,6
g4868,16
g4870,16
g1849,5
g4449,16
g4453,16
g148[IL],1
g107,1
g2296,5
I5933,16
g895,2
g715,2
g714,2
g710,2
g3323,16
g3483,9
g6673,16
g3280,16
g3455,9
g2307,14
g449[IL],1
g453[IL],1
g117[IL],1
g102,1
g6079,16
g528[IL],1
g1477,4
g426[IL],1
g422[IL],1
g1660,3
g634[IL],1
g1027,3
g669[IL],1
g3559,9
g6098,16
g520[IL],1
g3309,16
g3478,9
g4549,16
g166[IL],1
I5944,16
I8376,16
I8377,16
I8378,16
g5212,16
I8119,16
I8120,16
g1556,3
g631[IL],1
g4199,15
g5945,16
g6078,16
g5677,16
g5411,16
g69[IL],1
g5419,16
g5018,16
g5292,16
g457[IL],1
g327[IL],1
g418[IL],1
g414[IL],1
g402[IL],1
g2896,9
g6093,16
g1335,5
g1017,3
g1551,4
g410[IL],1
g406[IL],1
I9065,16
I9066,16
g6323,16
g6155,16
g3333,16
g6762,16
g3488,9
g6770,16
g3321,16
g6086,16
g1329,5
I7098,16
I7099,16
g5741,16
g639,1
g445[IL],1
g3575,13
g3484,8
g2607,13
g2853,11
g3482,9
g6676,16
g6625,16
g760,3
g5237,16
g2948,16
g6468,16
g6469,16
g5602,16
I6963,16
I6964,16
g1480,3
g571[IL],1
g4236,15
I9058,16
I9059,16
g6320,16
g6153,16
g6809,16
g3307,16
g3477,9
g6670,16
g754,3
g3899,16
g1359,4
g306,1
g310,1
g866,2
g873,2
g1679,3
g654[IL],1
g3907,13
g6090,16
g1332,5
g4496,16
g370[IL],1
g6266,16
g6234,16
g3499,8
g4253,16
g357[IL],1
I4939,16
g3437,14
g4502,16
g382[IL],1
g6088,16
g504[IL],1
g157[IL],1
I5938,16
g6081,16
g4205,16
g5949,16
g6080,16
g5679,16
g5415,16
g74[IL],1
g5424,16
g5024,16
g5296,16
g4021,11
g6096,16
g516[IL],1
g6085,16
g4759,16
g3490,8
g3819,16
g353[IL],1
I4545,13
g3758,16
g6557,16
g3935,16
g6263,16
g6233,16
g3886,14
g3358,14
g2060,5
g3621,12
g3741,16
I9051,16
I9052,16
g3346,13
g6747,16
g5068,16
g5066,16
g3479,8
g2873,16
g2021,8
g1549,3
g628[IL],1
g3810,13
g6260,16
g6232,16
g6679,16
g1351,4
g1513,3
g613[IL],1
g610[IL],1
g602[IL],1
g6270,16
g6235,16
g6275,16
g6236,16
g5598,16
g5647,16
g5369,16
g4900,16
g143[IL],1
g4928,16
g5082,16
g672[IL],1
I5648,16
I5649,16
g3781,15
g3889,14
g366[IL],1
g398[IL],1
g3292,16
g3460,9
g2080,16
g492[IL],1
g2036,11
g1628,7
g5946,16
g5604,16
g5664,16
g5376,16
g4933,16
g170[IL],1
g4942,16
g4862,16
g4736,16
g1665,3
g642[IL],1
g1570,5
g3300,16
g3463,9
g3028,16
g1503,3
g4020,15
g3772,14
g193[IL],1
g3208,11
g3298,16
g3462,9
g4544,16
g119[IL],1
g5938,16
g6069,16
g5671,16
g5399,16
g54[IL],1
g5406,16
g5014,16
g5270,16
g6165,16
g594[IL],1
g5515,16
g1528,3
g616[IL],1
g1419,5
g5952,16
g6083,16
g5681,16
g5420,16
g79[IL],1
g5428,16
g5044,16
g5300,16
I6587,16
g175[IL],1
I5948,16
g118[IL],1
g6555,16
g6545,16
g3294,8
g3466,13
g139[IL],1
I4150,10
g2551,8
g4509,16
g390[IL],1
I8393,16
I8394,16
g5182,16
g5200,16
I7980,16
I7981,16
g3275,16
g3451,9
g766,3
g658[IL],1
g1674,3
g650[IL],1
g3522,11
g4498,16
g374[IL],1
g6091,16
g508[IL],1
g3760,16
g4494,16
g6084,16
g500[IL],1
g3277,16
g3452,9
g1558,10
g6082,16
g1325,5
g122[IL],1
g6099,16
g524[IL],1
g3813,14
g111[IL],1
g2330,6
g4468,16
g4826,16
g4621,16
g3815,16
g6359,16
I8358,16
I8359,16
g6145,16
g5171,16
g5187,16
g3865,16
g6123,16
g6125,16
g6141,16
g3837,16
I8385,16
I8386,16
g5178,16
g5209,16
I7989,16
I7990,16
g5111,16
g6549,16
g184[IL],1
I5952,16
g3287,8
g2671,16
g1620,5
g4499,16
g378[IL],1
g434[IL],1
g1049,2
g45,1
g5936,16
g6067,16
g5668,16
g5395,16
g49[IL],1
g5402,16
g5012,16
g5266,16
g5599,16
g5658,16
g5371,16
g4911,16
g152[IL],1
g4932,16
g4859,16
g4727,16
g3281,16
g3456,9
g1574,10
g5438,16
g3622,13
g6740,16
g4532,16
g6798,16
g6909,16
g6911,16
g6913,16
g6892,16
g6891,16
g5601,16
g5661,16
g5373,16
g4929,16
g161[IL],1
g4937,16
g4860,16
g4732,16
g6094,16
g512[IL],1
g6092,16
g532[IL],1
g5942,16
g6076,16
g5675,16
g5407,16
g64[IL],1
g5414,16
g5016,16
g5278,16
g6259,16
g6231,16
g5940,16
g6074,16
g5673,16
g5403,16
g59[IL],1
g5410,16
g5015,16
g5274,16
g3263,9
g3259,9
g3247,9
g3242,9
I5658,16
g3979,16
I5657,16
g1540,16
g1042,6
g3[IL],1
I2060,3
g7[IL],1
g3968,16
g3974,16
g3872,14
g923,2
g2936,12
g2381,7
g2053,8
g1661,4
g3793,10
g1880,5
g1775,4
g1529,4
g2081,8
I6501,16
g1076,3
g1734,4
g4504,16
g1250,2
g2849,12
g89,1
g1826,5
g4941,16
g4835,16
g6351,16
g6097,16
g260[IL],1
I3112,5
g4948,16
g6719,16
g6605,16
g6656,16
g6654,16
g6612,16
g6611,16
g6609,16
g6607,16
g6514,16
g2089,8
g2295,5
g5861,16
g6778,16
g6739,16
g1573,10
g736,3
g208[IL],1
g207[IL],1
g729,3
g205[IL],1
g719,3
I1856,2
g1143,3
I5243,16
I5242,16
g5074,16
g4838,16
g4173,16
I6775,16
g951,2
g949,2
g947,2
g942,2
g940,2
g2937,10
g938,2
g2160,7
g931,2
g3380,14
g4598,16
g1417,5
g332[IL],1
g834,2
g4648,16
g1402,6
g1398,4
g341[IL],1
g3955,16
g3571,9
g3567,9
g3271,9
g3267,9
I3291,5
g3983,16
g3714,9
g3710,9
g3705,9
I3301,5
g114[IL],1
g1582,10
g791,3
g281[IL],1
g784,3
g277[IL],1
g774,3
I1865,2
g554[IL],1
g254[IL],1
I1952,4
I1953,4
g2138,8
g5170,16
g1384,5
g4685,16
g4686,16
g804,3
g798,3
g2111,6
g4698,16
g4701,16
g5091,16
I1859,2
I1835,2
g743,3
g1375,5
g4683,16
g2105,6
g4691,16
g4697,16
g1341,5
g1355,5
g3303,16
g3315,16
g2091,6
g3316,16
g3326,16
g4209,16
g4192,16
g3953,13
g3914,14
g1797,6
g1793,4
g3831,16
g1822,5
g4045,16
g1060,2
g123[IL],1
g3434,13
g2941,9
g574[IL],1
g586[IL],1
g582[IL],1
g578[IL],1
g918,3
g551[IL],1
g3841,16
g3183,9
g5854,16
g5714,16
g5821,16
g5705,16
g5818,16
I7055,16
g5176,16
g5184,16
g3873,16
g3196,9
g5857,16
g293[IL],1
g1680,4
g2897,16
g2101,8
g1514,7
g2107,9
g1879,8
g562,1
g1575,7
g1550,4
g2073,11
g4993,16
g4967,16
g4980,16
g965,3
g1560,7
g996,3
g1518,7
g1559,4
I3144,5
g897,2
g1552,4
g2062,12
g1472,4
g1006,3
g1603,4
g1416,4
g2056,9
g1666,4
g1683,4
g4198,16
g3816,16
g3554,11
I6750,16
I1841,2
g749,3
I8081,16
I8082,16
I7397,16
g1043,2
g564,1
g197[IL],1
g545[IL],1
g3177,9
g2738,8
g2327,7
I2165,2
g5584,16
g5587,16
g3158,9
g2663,8
g2308,7
g1263,3
g1257,3
g1270,3
g845,2
g2874,6
g1899,5
g2902,6
g2644,9
g3498,8
g2672,9
g3500,8
g2634,7
g2660,9
g2647,7
g1193,3
g2891,6
g1854,5
g2882,6
g3043,9
g3519,8
g3064,9
g3501,8
g2740,7
g3054,9
g2650,7
g1884,5
g1937,5
g2919,6
g3504,8
g3016,9
g3510,8
g2688,9
g2675,7
g2998,9
g2709,7
g2887,6
g3487,8
g2622,7
g1177,3
g1161,3
g1858,5
g3481,8
g2612,7
g1123,3
g5175,16
g1236,3
g1209,3
g1716,10
g3849,16
g3192,9
g5717,16
g5711,16
g5180,16
g5181,16
g3880,16
g3204,9
g297[IL],1
g561,1
I6766,16
g3936,16
g3694,11
g5152,16
g5156,16
g3896,16
g2594,9
g5189,16
g5269,16
I8210,16
I8211,16
g5638,16
g3877,16
g2588,9
g5729,16
g5162,16
g5169,16
g2121,8
g4684,16
g2095,11
I2767,8
I2766,7
g5190,16
g5164,16
g3891,16
g2591,9
g5185,16
g5198,16
I7971,16
I7972,16
g3869,16
g3216,9
I8202,16
g6192,16
I8201,16
g323[IL],1
g1682,3
g945,2
g1233,3
g1410,4
I2566,10
I2574,10
I6769,16
g4054,13
g2010,16
g1246,3
g1415,4
g2100,11
g5088,16
g905,3
g3598,16
g6637,16
g6614,16
g4427,16
g5065,16
g5062,16
g4679,16
g2339,6
g6073,16
g2940,9
g3635,16
g3645,16
g3991,16
g3343,9
g3654,16
g3996,16
g3355,9
g3662,16
g3999,16
g3364,9
g2555,6
g3144,8
g2245,5
g2803,7
g3611,16
g3616,16
g3978,16
g3299,9
g3620,16
g3982,16
g3308,9
g3628,16
g3987,16
g3322,9
g3103,8
g2179,5
g2756,7
g4187,16
g1110,3
g279[IL],1
g1348,5
g1366,5
g3317,16
g3328,16
g2099,6
g3329,16
g3339,16
g4190,16
g2850,10
g2166,7
g1706,10
g1584,4
I1847,2
I6756,16
g1808,5
I6772,16
g4407,15
g3862,16
g3209,9
g5723,16
g5720,16
g5186,16
g5172,16
g3888,16
g3219,9
g559,1
g548[IL],1
g1222,3
g865,2
g861,2
g857,2
g1633,5
I8137,16
I8138,16
g1046,2
g563,1
g269[IL],1
g3187,9
g2752,8
g2343,7
I2172,2
g5702,16
g5708,16
g3173,9
g2678,8
g2312,7
g3855,16
g3200,9
g5593,16
g5590,16
g5183,16
g5177,16
g3884,16
g3212,9
g560,1
I6753,16
g1624,4
g706,3
g4188,16
g1423,4
g716,3
g3769,14
g3630,15
g1936,5
g3528,13
g3985,16
g3503,16
I3281,6
g4936,16
g4831,16
g6347,16
g6095,16
g971,2
g1037,3
g4946,16
g6718,16
g6655,16
g6653,16
g6651,16
g6610,16
g6608,16
g6606,16
g6604,16
g6513,16
g2085,8
g2293,5
g5860,16
g6774,16
g6737,16
g4189,16
g2018,7
I6763,16
g3551,13
g3147,9
I6759,16
g2419,7
g1114,3
g2169,6
I2150,2
g2159,6
g2171,6
g3681,13
g3146,14
g3687,13
g3161,14
g4526,16
I5868,16
g3704,13
g3709,13
g3203,14
g2541,6
g1564,4
g2113,12
g2954,8
g3345,9
g2759,14
g3357,9
g2771,14
g4534,16
I5899,16
g4518,16
g6385,16
g3733,16
g4092,16
g4080,16
g4314,16
g6564,16
g4328,16
g2955,9
g1088,3
g2068,9
g4334,16
g4769,16
g3532,16
g3536,16
g3539,16
g3518,16
g3521,16
g3526,16
g3530,16
g2215,5
g2197,5
I3723,8
I8203,16
g5568,16
g1740,4
g1116,3
g1978,6
g3215,14
I2967,4
g1934,6
g2163,6
g1378,5
g1395,5
g3374,16
g2136,6
g3379,16
g2106,6
g1352,5
g3382,16
g3383,16
g2087,6
g3353,16
g3361,16
g2822,9
g2923,8
g3118,9
g2931,8
g2079,6
g1381,5
g2110,6
g2772,9
g2915,8
g2796,9
g2920,8
g1931,7
g2783,9
g1947,7
g2722,9
g2895,8
g2748,9
g2907,8
g1894,7
g2734,9
g1914,7
g3136,9
g2934,8
g3162,9
g2921,8
g2004,7
g3150,9
g1950,7
g1969,7
g3104,9
g1988,7
g2066,6
g1372,5
g2104,6
g2906,8
g2913,8
g1911,7
g1925,7
g2098,6
g1345,5
g2078,6
g2932,8
g2914,8
g1998,7
g1928,7
g1363,5
g1391,5
g2119,6
g2922,8
g2927,8
g1960,7
g1979,7
g204[IL],1
g2951,14
g2691,8
g2317,7
I2182,2
g1588,4
I2768,8
I5227,16
I5228,16
g2764,8
g2357,7
g2035,6
I5647,16
I2796,8
I2797,8
g3340,16
g3351,16
g3352,16
g3360,16
g2712,8
g2320,7
I2193,2
g2776,8
g2378,7
g2826,8
g2481,7
I2234,2
g557,1
g2766,8
g2361,7
g4591,16
g3367,16
g3376,16
g3378,16
g3381,16
g3338,16
g3350,16
g3327,16
g3336,16
g3337,16
g3349,16
g2890,8
g2894,8
g1875,7
g1891,7
g2813,8
g2457,7
I2225,2
g558,1
g2754,8
g2347,7
g4169,16
g3930,16
g3966,16
g248[IL],1
I1951,3
g301,1
g2356,6
g2944,9
g1535,4
I7404,16
g3668,16
g3190,8
g2284,5
g1055,2
g3627,16
g3633,16
g3988,16
g3331,9
g3643,16
g3990,16
g3342,9
g3652,16
g3995,16
g3354,9
g2525,6
g3133,8
g2789,7
g3603,16
g3610,16
g3971,16
g3289,9
g3615,16
g3977,16
g3297,9
g3619,16
g3981,16
g3306,9
g3089,8
g2744,7
g3660,16
g1650,4
g3180,8
I1880,2
g276[IL],1
g2743,8
g2333,7
I2215,2
g3013,16
g2995,16
g2800,8
g2430,7
g2727,8
g2324,7
I2204,2
g2787,8
g2405,7
g1157,3
g3670,13
g3135,14
g3680,13
g3145,14
g4520,16
I5848,16
g3703,13
g3191,14
g2473,7
g2276,5
g1484,4
g1557,4
g2952,8
g3334,9
g2746,14
g3344,9
g2758,14
g4529,16
I5879,16
g4511,16
g6376,16
g4086,16
g4074,16
g4068,16
g4302,16
g6561,16
g4309,16
g2953,9
g4323,16
g4767,16
g3529,16
g3531,16
g3511,16
g3517,16
g3520,16
g3525,16
g2968,6
I8195,16
I8196,16
g5567,16
g2268,5
I3641,5
g2256,5
g1030,3
g684[IL],1
g230[IL],1
g1001,3
g224[IL],1
g218[IL],1
g212[IL],1
g2731,12
g2769,12
g2757,12
g2745,12
g2804,12
g2791,12
g2780,12
g2370,7
g284[IL],1
g2397,7
g285[IL],1
g839,2
I3340,4
g3023,6
I3352,4
g4178,16
g1702,4
I2140,2
I3961,8
g4164,16
g3925,16
g4171,16
