CLUSTER ROOT NODE,CLUSTER SIZE,CLUSTER CONTENTS
g7292,7,g6510 II12675 g6958 II13075 g7169 II13308 g7292 
g7293,7,g6516 II12678 g6959 II13060 g7162 II13311 g7293 
g7294,7,g6469 II12681 g6960 II13054 g7160 II13314 g7294 
g7295,7,g6463 II12782 g7024 II13147 g7211 II13317 g7295 
g7298,1,g7298 
II13326,8,g5335 g6198 g6639 g1872 g7071 II13084 g7176 II13326 
g7423,3,g1167[IL] II13544 g7423 
g7424,3,g1170[IL] II13547 g7424 
g7425,3,g1173[IL] II13550 g7425 
g7474,2,II13628 g7474 
g7248,8,g5418 II11129 g6278 II11987 g6677 g7079 g5652 g7248 
g5100,8,g45[IL] g2484 II7118 g3642 II7662 g3957 II9484 g5100 
II10135,8,g65[IL] g62[IL] g2521 g3654 II8196 g4259 g4960 II10135 
g7504,5,g7261 II13447 g7343 II13692 g7504 
II13225,8,g5109 II10157 g5670 g6244 g6700 II12877 g7095 II13225 
g7505,5,g7262 II13451 g7345 II13695 g7505 
II13228,8,g4873 II10172 g5679 g6250 g6708 II12547 g6892 II13228 
g7506,5,g7263 II13460 g7348 II13698 g7506 
II13231,8,g4721 II10180 g5683 g6254 g6720 II12564 g6897 II13231 
g7507,5,g7264 II13463 g7349 II13701 g7507 
II13234,8,g5129 II10186 g5685 g6257 g6721 II12567 g6898 II13234 
g7508,5,g7266 II13472 g7352 II13704 g7508 
II13238,8,g4670 II10193 g5688 g6263 g6729 II12571 g6900 II13238 
g7514,1,g7514 
II13722,8,g5529 g5836 g6664 g6977 g7252 II13583 g7442 II13722 
g7729,7,g7273 II13613 g7455 II13816 g7544 II14058 g7729 
II13255,8,g5014 II10236 g5719 II10965 g6208 g6644 g7057 II13255 
g7730,7,g7276 II13617 g7459 II13822 g7546 II14061 g7730 
II13264,8,g5026 II10243 g5726 II10976 g6213 g6650 g7061 II13264 
g7731,7,g7281 II13649 g7487 II13846 g7556 II14064 g7731 
II13277,8,g5113 II9804 g5299 II11040 g6237 g6683 g7078 II13277 
g7732,6,II13622 g7466 II13834 g7550 II14067 g7732 
g7279,8,II10204 g5693 II11011 g6224 g6658 g7067 II13271 g7279 
g8216,7,g7500 II14025 g7716 II14257 g7835 II14427 g8216 
II13676,8,g5668 II10933 g6190 II11929 g6649 g7058 g7256 II13676 
g8217,7,g7501 II14028 g7717 II14260 g7836 II14430 g8217 
II13679,8,g5677 II10617 g6015 II11942 g6654 g7060 g7259 II13679 
g8218,7,g7346 II13794 g7538 II14330 g8061 II14433 g8218 
II13454,8,g5258 II10684 g6065 II11559 g6426 g6904 g7147 II13454 
g8219,8,II13362 g7310 II14035 g7720 II14276 g7904 II14436 g8219 
g7265,8,II10207 g5696 II11055 g6246 II11984 g6676 g7077 g7265 
g8234,7,g7320 II13807 g7541 II14251 g7829 II14489 g8234 
II13388,8,g5529 g6131 g6565 II12725 g6984 II13031 g7149 II13388 
g2396,2,g1033[IL] g2396 
g8661,7,g7552 II14227 g7790 II14646 g8511 II14777 g8661 
g7319,8,II11021 g6228 II11596 g6449 II12561 g6896 g7124 g7319 
g5749,1,g5749 
g5207,8,g689[IL] g1831 g3076 II8024 g4153 II8928 g4673 g5207 
g8663,1,g8663 
II14783,8,g7494 II14052 g7727 II14416 g8179 II14573 g8324 II14783 
g7260,8,g5671 II11069 g6256 II11586 g6441 II12829 g7064 g7260 
g8872,8,g7421 g7566 g8176 g8633 II15003 g8797 II15202 g8872 
g1030[IL],1,g1030[IL] 
g6452,3,g5335 g6270 g6452 
g1909,2,g998[IL] g1909 
g2245,2,g999[IL] g2245 
g6232,3,g5335 II11031 g6232 
g8958,3,g8898 II15388 g8958 
II15308,8,g7421 g7566 II14366 g8091 g8627 II15007 g8799 II15308 
g7215,8,g5453 g6111 g5529 g6131 g6565 II12725 g6984 g7215 
g4680,8,g10[IL] g1687 II6517 g2780 II7931 g4106 II8945 g4680 
g9128,7,g8918 II15484 g9020 II15527 g9039 II15762 g9128 
II15340,8,g7344 g7721 g8198 II14709 g8631 II15160 g8856 II15340 
g7150,8,g5526 g5294 g5987 g6633 g5542 g6204 g6952 g7150 
g5086,8,g31[IL] g2478 II7101 g3632 II7626 g3941 II9460 g5086 
g5087,8,g32[IL] g2479 II7104 g3633 II7629 g3942 II9463 g5087 
g5061,8,g30[IL] g2458 II7064 g3590 II7548 g3917 II9425 g5061 
g9132,1,g9132 
II15770,8,g8881 II15420 g8972 II15530 g9042 II15747 g9121 II15770 
g8683,8,g7320 II13807 g7541 II14251 g7829 II14492 g8235 g8683 
g9204,1,g9204 
II15894,8,g9157 II15824 g9180 II15830 g9184 II15871 g9195 II15894 
g9141,8,g8918 II15484 g9020 II15527 g9039 II15765 g9129 g9141 
g9280,4,g9238 g9261 II16006 g9280 
g9223,8,g9183 g9201 II15909 g9211 II15918 g9214 II15943 g9223 
g9161,8,g9084 g9122 g9143 g8884 g9024 g9148 II15803 g9161 
g8953,7,II14753 II14754 g8655 II14932 II14933 g8758 g8953 
g6253,2,g5403 g6253 
g5088,8,g44[IL] g2480 II7107 g3634 II7632 g3943 II9466 g5088 
g7083,8,g5448 g5397 II11086 g6267 g5403 g6264 g6710 g7083 
g5137,8,g41[IL] g2520 II7204 g3705 II7775 g4018 II9539 g5137 
g5076,8,g42[IL] g2470 II7082 g3612 II7581 g3926 II9446 g5076 
g55[IL],1,g55[IL] 
g4194,3,II8089 II8090 g4194 
g2057,3,g74[IL] II5868 g2057 
g2020,3,g71[IL] II5855 g2020 
g4158,3,II8033 II8034 g4158 
g3430,4,g52[IL] g1907 II6956 g3430 
g3398,4,g86[IL] g1896 II6952 g3398 
g3359,4,g83[IL] g1887 II6946 g3359 
g2074,3,g77[IL] II5872 g2074 
g4166,3,II8045 II8046 g4166 
g8029,6,g7152 II13515 g7367 g7657 II14318 g8029 
g4201,3,II8108 II8109 g4201 
g8278,7,g7152 II13515 g7367 g7678 II14298 g7993 g8278 
g4589,5,g471[IL] II6127 g2328 g2930 g4589 
g8329,7,g7152 II13515 g7367 g7680 II14291 g7966 g8329 
g527[IL],1,g527[IL] 
g8461,7,g7152 II13515 g7367 g7614 II14234 g7793 g8461 
g8382,7,g7152 II13515 g7367 g7631 II14273 g7887 g8382 
g8385,7,g7152 II13515 g7367 g7608 II14238 g7811 g8385 
g8404,7,g7152 II13515 g7367 g7625 II14285 g7937 g8404 
g8441,7,g7152 II13515 g7367 g7676 II14315 g8018 g8441 
g8462,7,g7152 II13515 g7367 g7652 II14424 g8199 g8462 
g6093,6,II9044 g4736 II9038 g4734 g5345 g6093 
g4532,3,II8617 II8618 g4532 
g4150,3,II8019 II8020 g4150 
g4142,3,II8005 II8006 g4142 
g4549,3,II8642 II8643 g4549 
g4469,3,II8495 II8496 g4469 
g4448,3,II8460 II8461 g4448 
g4507,3,II8573 II8574 g4507 
g4497,3,II8551 II8552 g4497 
g4486,3,II8528 II8529 g4486 
g8964,8,g8523 g8794 g8239 g8915 II15175 g8863 II15400 g8964 
g8153,5,g7152 II13515 g7367 g7658 g8153 
g8074,5,g7152 II13515 g7367 g7616 g8074 
g8069,6,g7456 g7152 II13515 g7367 g7634 g8069 
g7174,8,g5396 II10552 g5847 II11638 g6478 II12881 g7097 g7174 
g8082,7,g7152 II13515 g7367 g7654 g7628 g7611 g8082 
g8073,6,g7152 II13515 g7367 g7658 g7654 g8073 
g8092,8,g7152 II13515 g7367 g7634 g7628 g7616 g7611 g8092 
g8514,6,g7152 II13515 g7367 g7699 g8040 g8514 
g8736,7,g7152 II13515 g7367 g7696 g8039 g8464 g8736 
g8748,7,g7152 II13515 g7367 g7694 g8038 g8483 g8748 
g8740,7,g7152 II13515 g7367 g7701 g8041 g8493 g8740 
g6089,8,II9029 g4727 II9047 g4737 II9041 g4735 g5317 g6089 
g4417,3,II8417 II8418 g4417 
g4172,3,II8057 II8058 g4172 
g3341,4,g80[IL] g1878 II6936 g3341 
g4163,3,II8040 II8041 g4163 
g4504,3,II8568 II8569 g4504 
g4494,3,II8546 II8547 g4494 
g4430,3,II8436 II8437 g4430 
g4135,3,II7994 II7995 g4135 
g4529,3,II8612 II8613 g4529 
g4514,3,II8588 II8589 g4514 
g4155,3,II8028 II8029 g4155 
g4147,3,II8014 II8015 g4147 
g4139,3,II8000 II8001 g4139 
g4427,3,II8431 II8432 g4427 
g4414,3,II8412 II8413 g4414 
g4483,3,II8523 II8524 g4483 
g4466,3,II8490 II8491 g4466 
g4445,3,II8455 II8456 g4445 
g8735,7,g7152 II13515 g7367 g7689 g8015 g8443 g8735 
g8818,6,II15098 II15099 II15100 II15101 II15102 g8818 
g7983,6,g7152 II13515 g7367 g7553 II14294 g7983 
II15232,5,II15228 II15229 II15230 II15231 II15232 
g8270,7,g7152 II13515 g7367 g7691 II14378 g8131 g8270 
g8258,7,g7152 II13515 g7367 g7693 II14374 g8111 g8258 
g8281,7,g7152 II13515 g7367 g7713 II14325 g8042 g8281 
g8273,7,g7152 II13515 g7367 g7536 II14394 g8156 g8273 
g185[IL],1,g185[IL] 
g8262,7,g7152 II13515 g7367 g7695 II14267 g7855 g8262 
g4554,5,g228[IL] II6003 g2266 g2892 g4554 
g8303,7,g7152 II13515 g7367 g7698 II14264 g7838 g8303 
g284[IL],1,g284[IL] 
g8268,7,g7152 II13515 g7367 g7700 II14279 g7905 g8268 
g4568,5,g309[IL] II6045 g2287 g2904 g4568 
g8312,7,g7152 II13515 g7367 g7703 II14270 g7870 g8312 
g365[IL],1,g365[IL] 
g8274,7,g7152 II13515 g7367 g7705 II14288 g7951 g8274 
g4580,5,g390[IL] II6090 g2311 g2919 g4580 
g8321,7,g7152 II13515 g7367 g7709 II14282 g7920 g8321 
g446[IL],1,g446[IL] 
g8298,7,g7152 II13515 g7367 g7554 II14420 g8181 g8298 
g553[IL],1,g553[IL] 
g8696,7,g7152 II13515 g7367 g7559 g8008 g8342 g8696 
g8701,7,g7152 II13515 g7367 g7557 g7992 g8363 g8701 
g8715,7,g7152 II13515 g7367 g7564 g8014 g8386 g8715 
g8730,7,g7152 II13515 g7367 g7561 g8013 g8407 g8730 
g8720,7,g7152 II13515 g7367 g7692 g8017 g8421 g8720 
g6227,8,g62[IL] g2485 g3677 g4465 g4748 g5626 II11018 g6227 
g9297,3,g9264 II16017 g9297 
g9247,8,g9193 II15912 g9212 II15937 g9221 II15947 g9227 g9247 
g9181,8,g9123 g9144 g8885 g8961 g9151 II15811 g9177 g9181 
g8954,7,II14479 II14480 g8232 II14941 II14942 g8763 g8954 
g8275,7,g7152 II13515 g7367 g7678 II14298 g7993 g8275 
g4581,5,g468[IL] II6093 g2312 g2921 g4581 
g8323,7,g7152 II13515 g7367 g7680 II14291 g7966 g8323 
g524[IL],1,g524[IL] 
g8459,7,g7152 II13515 g7367 g7614 II14234 g7793 g8459 
g8380,7,g7152 II13515 g7367 g7631 II14273 g7887 g8380 
g8439,7,g7152 II13515 g7367 g7608 II14238 g7811 g8439 
g8440,7,g7152 II13515 g7367 g7625 II14285 g7937 g8440 
g8405,7,g7152 II13515 g7367 g7676 II14315 g8018 g8405 
g8460,7,g7152 II13515 g7367 g7652 II14424 g8199 g8460 
g757,1,g757 
g6097,6,II9044 g4736 II9038 g4734 g5345 g6097 
g9037,8,g8279 g8795 g8239 g8914 II15147 g8847 g8965 g9037 
g8739,7,g7152 II13515 g7367 g7696 g8039 g8464 g8739 
g8742,7,g7152 II13515 g7367 g7701 g8041 g8493 g8742 
g8151,5,g7152 II13515 g7367 g7658 g8151 
g8077,5,g7152 II13515 g7367 g7616 g8077 
g8075,6,g7460 g7152 II13515 g7367 g7634 g8075 
g7172,8,g5402 II10565 g5874 II11645 g6483 II12866 g7092 g7172 
g6096,8,II9029 g4727 II9047 g4737 II9041 g4735 g5317 g6096 
g8723,7,g7152 II13515 g7367 g7692 g8017 g8421 g8723 
g8806,6,II15040 II15041 II15042 II15043 II15044 g8806 
II15243,5,II15239 II15240 II15241 II15242 II15243 
g8264,7,g7152 II13515 g7367 g7691 II14378 g8131 g8264 
g8260,7,g7152 II13515 g7367 g7693 II14374 g8111 g8260 
g8277,7,g7152 II13515 g7367 g7713 II14325 g8042 g8277 
g8301,7,g7152 II13515 g7367 g7536 II14394 g8156 g8301 
g182[IL],1,g182[IL] 
g8259,7,g7152 II13515 g7367 g7695 II14267 g7855 g8259 
g4538,5,g225[IL] II5963 g2234 g2880 g4538 
g8294,7,g7152 II13515 g7367 g7698 II14264 g7838 g8294 
g281[IL],1,g281[IL] 
g8263,7,g7152 II13515 g7367 g7700 II14279 g7905 g8263 
g4555,5,g306[IL] II6006 g2267 g2894 g4555 
g8305,7,g7152 II13515 g7367 g7703 II14270 g7870 g8305 
g362[IL],1,g362[IL] 
g8269,7,g7152 II13515 g7367 g7705 II14288 g7951 g8269 
g4569,5,g387[IL] II6048 g2288 g2906 g4569 
g8314,7,g7152 II13515 g7367 g7709 II14282 g7920 g8314 
g443[IL],1,g443[IL] 
g8309,7,g7152 II13515 g7367 g7554 II14420 g8181 g8309 
g550[IL],1,g550[IL] 
g8695,7,g7152 II13515 g7367 g7557 g7992 g8363 g8695 
g8697,7,g7152 II13515 g7367 g7559 g8008 g8342 g8697 
g8714,7,g7152 II13515 g7367 g7561 g8013 g8407 g8714 
g8718,7,g7152 II13515 g7367 g7564 g8014 g8386 g8718 
g8719,7,g7152 II13515 g7367 g7689 g8015 g8443 g8719 
g6242,8,g62[IL] g2485 g3677 g4465 g4748 g5653 II11047 g6242 
g9299,3,g9267 II16023 g9299 
g9251,8,g9194 II15915 g9213 II15940 g9222 II15950 g9230 g9251 
g9182,8,g9124 g9142 g8886 g9021 g9154 II15814 g9178 g9182 
g8876,7,II14951 II14495 II14496 g8236 II14952 g8769 g8876 
g8328,7,g7152 II13515 g7367 g7678 II14298 g7993 g8328 
g4571,5,g465[IL] II6054 g2290 g2908 g4571 
g8316,7,g7152 II13515 g7367 g7680 II14291 g7966 g8316 
g513[IL],1,g513[IL] 
g8455,7,g7152 II13515 g7367 g7614 II14234 g7793 g8455 
g8378,7,g7152 II13515 g7367 g7631 II14273 g7887 g8378 
g8456,7,g7152 II13515 g7367 g7608 II14238 g7811 g8456 
g8513,7,g7152 II13515 g7367 g7625 II14285 g7937 g8513 
g8458,7,g7152 II13515 g7367 g7652 II14424 g8199 g8458 
g756,1,g756 
g6102,6,II9044 g4736 II9038 g4734 g5345 g6102 
g9038,8,g8360 g8796 g8239 g8912 II15152 g8850 g8966 g9038 
g8741,7,g7152 II13515 g7367 g7696 g8039 g8464 g8741 
g8745,7,g7152 II13515 g7367 g7701 g8041 g8493 g8745 
g8150,5,g7152 II13515 g7367 g7658 g8150 
g8078,6,g7463 g7152 II13515 g7367 g7634 g8078 
g7239,8,g5417 II10569 g5897 II11659 g6493 II12646 g6945 g7239 
g8070,5,g7152 II13515 g7367 g7616 g8070 
g6059,8,II9029 g4727 II9047 g4737 II9041 g4735 g5317 g6059 
g8727,7,g7152 II13515 g7367 g7692 g8017 g8421 g8727 
g8812,6,II15082 II15083 II15084 II15085 II15086 g8812 
II15254,5,II15250 II15251 II15252 II15253 II15254 
g8238,7,g7152 II13515 g7367 g7691 II14378 g8131 g8238 
g8265,7,g7152 II13515 g7367 g7693 II14374 g8111 g8265 
g8272,7,g7152 II13515 g7367 g7713 II14325 g8042 g8272 
g8292,7,g7152 II13515 g7367 g7536 II14394 g8156 g8292 
g181[IL],1,g181[IL] 
g8302,7,g7152 II13515 g7367 g7695 II14267 g7855 g8302 
g4521,5,g222[IL] II5936 g2221 g2866 g4521 
g8288,7,g7152 II13515 g7367 g7698 II14264 g7838 g8288 
g270[IL],1,g270[IL] 
g8311,7,g7152 II13515 g7367 g7700 II14279 g7905 g8311 
g4540,5,g303[IL] II5969 g2236 g2882 g4540 
g8296,7,g7152 II13515 g7367 g7703 II14270 g7870 g8296 
g351[IL],1,g351[IL] 
g8320,7,g7152 II13515 g7367 g7705 II14288 g7951 g8320 
g4557,5,g384[IL] II6012 g2269 g2896 g4557 
g8307,7,g7152 II13515 g7367 g7709 II14282 g7920 g8307 
g432[IL],1,g432[IL] 
g8317,7,g7152 II13515 g7367 g7554 II14420 g8181 g8317 
g547[IL],1,g547[IL] 
g8692,7,g7152 II13515 g7367 g7557 g7992 g8363 g8692 
g8698,7,g7152 II13515 g7367 g7559 g8008 g8342 g8698 
g8711,7,g7152 II13515 g7367 g7561 g8013 g8407 g8711 
g8722,7,g7152 II13515 g7367 g7564 g8014 g8386 g8722 
g8716,7,g7152 II13515 g7367 g7689 g8015 g8443 g8716 
g6225,8,g62[IL] g2485 g3677 g4465 g4748 g5621 II11014 g6225 
g9305,4,g9270 g9282 II16033 g9305 
g9241,8,g9196 g9206 II15921 g9215 II15953 g9233 II15971 g9241 
g9185,8,g9118 g9137 g9158 g8887 g9022 g9162 II15833 g9185 
g8877,7,II14959 II14467 II14468 g8230 II14960 g8773 g8877 
g8322,7,g7152 II13515 g7367 g7678 II14298 g7993 g8322 
g4559,5,g462[IL] II6018 g2271 g2898 g4559 
g8308,7,g7152 II13515 g7367 g7680 II14291 g7966 g8308 
g510[IL],1,g510[IL] 
g8438,7,g7152 II13515 g7367 g7614 II14234 g7793 g8438 
g8612,7,g7152 II13515 g7367 g7631 II14273 g7887 g8612 
g8621,7,g7152 II13515 g7367 g7625 II14285 g7937 g8621 
g8622,7,g7152 II13515 g7367 g7608 II14238 g7811 g8622 
g8628,7,g7152 II13515 g7367 g7652 II14424 g8199 g8628 
g753,1,g753 
g6104,6,II9044 g4736 II9038 g4734 g5345 g6104 
g9046,8,g8613 g8706 g8904 g8239 g9016 II15172 g8862 g9046 
g8744,7,g7152 II13515 g7367 g7696 g8039 g8464 g8744 
g8749,7,g7152 II13515 g7367 g7701 g8041 g8493 g8749 
g8090,5,g7152 II13515 g7367 g7658 g8090 
g8080,6,g7467 g7152 II13515 g7367 g7634 g8080 
g7236,8,g5426 II10574 g5918 II11669 g6501 II12643 g6944 g7236 
g6070,8,II9029 g4727 II9047 g4737 II9041 g4735 g5317 g6070 
II15265,5,II15261 II15262 II15263 II15264 II15265 
g8256,7,g7152 II13515 g7367 g7691 II14378 g8131 g8256 
g8271,7,g7152 II13515 g7367 g7693 II14374 g8111 g8271 
g8267,7,g7152 II13515 g7367 g7713 II14325 g8042 g8267 
g8286,7,g7152 II13515 g7367 g7536 II14394 g8156 g8286 
g180[IL],1,g180[IL] 
