NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE,CLUSTER CONTENTS
g5136,N,N,1,22,8,g5136 I6786 g4824 g4615 g4322 I5793 g3803 I5002 
I6976,N,N,1,23,8,I6976 g5136 I6786 g4824 g4615 g4322 I5793 g3803 
g5316,N,N,1,24,8,g5316 I6976 g5136 I6786 g4824 g4615 g4322 I5793 
I7012,N,N,1,25,8,I7012 g5316 I6976 g5136 I6786 g4824 g4615 g4322 
g5358,N,N,1,26,8,g5358 I7012 g5316 I6976 g5136 I6786 g4824 g4615 
I7153,N,N,1,27,8,I7153 g5358 I7012 g5316 I6976 g5136 I6786 g4824 
g5469,N,Y,1,28,8,g5469 I7153 g5358 I7012 g5316 I6976 g5136 I6786 
I6488,N,N,1,13,8,I6488 g4603 I6170 g4343 g4011 g3486 g2869 g2433 
g4810,N,N,1,16,8,g4810 I6488 g4603 I6170 g4343 g4011 g3486 g2869 
g5116,N,N,1,17,8,g5116 g4810 I6488 g4603 I6170 g4343 g4011 g3486 
g5315,N,N,1,19,8,g5315 g5116 g4810 I6488 g4603 I6170 g4343 g4011 
g4320,N,N,1,10,8,g4320 g4011 g3486 g2869 g2433 g1449 g1048 g492[IL] 
g4612,N,N,1,11,8,g4612 g4320 g4011 g3486 g2869 g2433 g1449 g1048 
g5452,N,N,1,20,8,g5452 g5315 g5116 g4810 I6488 g4603 I6170 g4343 
I7318,N,N,1,21,8,I7318 g5452 g5315 g5116 g4810 I6488 g4603 I6170 
g5566,N,N,1,22,8,g5566 I7318 g5452 g5315 g5116 g4810 I6488 g4603 
I7361,N,N,1,23,8,I7361 g5566 I7318 g5452 g5315 g5116 g4810 I6488 
g5597,N,N,1,24,8,g5597 I7361 g5566 I7318 g5452 g5315 g5116 g4810 
I7451,N,N,1,27,8,I7451 g5597 I7361 g5566 I7318 g5452 g5315 g5116 
g5692,N,Y,1,28,8,g5692 I7451 g5597 I7361 g5566 I7318 g5452 g5315 
g675[IL],Y,N,0,0,1,g675[IL] 
g1063,N,N,1,1,2,g1063 g675[IL] 
I2521,N,N,1,2,3,I2521 g1063 g675[IL] 
g1555,N,N,1,3,4,g1555 I2521 g1063 g675[IL] 
g22,Y,N,0,0,1,g22 
g896,N,N,1,1,2,g896 g22 
I2306,N,N,1,2,3,I2306 g896 g22 
g1317,N,N,1,3,4,g1317 I2306 g896 g22 
I3140,N,N,1,4,5,I3140 g1317 I2306 g896 g22 
g2031,N,N,1,5,6,g2031 I3140 g1317 I2306 g896 g22 
I3733,N,N,1,6,7,I3733 g2031 I3140 g1317 I2306 g896 g22 
g2603,N,N,1,7,8,g2603 I3733 g2031 I3140 g1317 I2306 g896 g22 
g3559,N,N,1,11,8,g3559 g2603 I3733 g2031 I3140 g1317 I2306 g896 
g3992,N,N,1,12,8,g3992 g3559 g2603 I3733 g2031 I3140 g1317 I2306 
g676[IL],Y,N,0,0,1,g676[IL] 
g41,Y,N,0,0,1,g41 
g897,N,N,1,1,2,g897 g41 
I2312,N,N,1,2,3,I2312 g897 g41 
g1319,N,N,1,3,4,g1319 I2312 g897 g41 
I3144,N,N,1,4,5,I3144 g1319 I2312 g897 g41 
g2035,N,N,1,5,6,g2035 I3144 g1319 I2312 g897 g41 
I3746,N,N,1,6,7,I3746 g2035 I3144 g1319 I2312 g897 g41 
g2608,N,N,1,7,8,g2608 I3746 g2035 I3144 g1319 I2312 g897 g41 
g3491,N,N,1,11,8,g3491 g2608 I3746 g2035 I3144 g1319 I2312 g897 
g1[IL],Y,N,0,0,1,g1[IL] 
I2137,N,N,1,1,2,I2137 g1[IL] 
g1109,N,N,1,2,3,g1109 I2137 g1[IL] 
g1710,N,N,1,3,4,g1710 g1109 I2137 g1[IL] 
I3288,N,N,1,4,5,I3288 g1710 g1109 I2137 g1[IL] 
g2163,N,N,1,5,6,g2163 I3288 g1710 g1109 I2137 g1[IL] 
I4217,N,N,1,6,7,I4217 g2163 I3288 g1710 g1109 I2137 g1[IL] 
g3014,N,N,1,7,8,g3014 I4217 g2163 I3288 g1710 g1109 I2137 g1[IL] 
g3705,N,N,1,11,8,g3705 g3014 I4217 g2163 I3288 g1710 g1109 I2137 
g2[IL],Y,N,0,0,1,g2[IL] 
I2143,N,N,1,1,2,I2143 g2[IL] 
g1111,N,N,1,2,3,g1111 I2143 g2[IL] 
g1720,N,N,1,3,4,g1720 g1111 I2143 g2[IL] 
I3294,N,N,1,4,5,I3294 g1720 g1111 I2143 g2[IL] 
g2165,N,N,1,5,6,g2165 I3294 g1720 g1111 I2143 g2[IL] 
I4240,N,N,1,6,7,I4240 g2165 I3294 g1720 g1111 I2143 g2[IL] 
g3029,N,N,1,7,8,g3029 I4240 g2165 I3294 g1720 g1111 I2143 g2[IL] 
g3710,N,N,1,11,8,g3710 g3029 I4240 g2165 I3294 g1720 g1111 I2143 
I5269,N,N,1,12,8,I5269 g3710 g3705 g3029 I4240 g2165 I3294 g1720 
I5270,N,N,1,13,8,I5270 I5269 g3710 g3705 g3029 I4240 g2165 I3294 
I5271,N,N,1,13,8,I5271 I5269 g3710 g3705 g3029 I4240 g2165 I3294 
g3983,N,N,1,14,8,g3983 I5271 I5270 I5269 g3710 g3705 g3029 I4240 
g6[IL],Y,N,0,0,1,g6[IL] 
I2147,N,N,1,1,2,I2147 g6[IL] 
g1113,N,N,1,2,3,g1113 I2147 g6[IL] 
g1725,N,N,1,3,4,g1725 g1113 I2147 g6[IL] 
I3298,N,N,1,4,5,I3298 g1725 g1113 I2147 g6[IL] 
g2169,N,N,1,5,6,g2169 I3298 g1725 g1113 I2147 g6[IL] 
I4258,N,N,1,6,7,I4258 g2169 I3298 g1725 g1113 I2147 g6[IL] 
g3041,N,N,1,7,8,g3041 I4258 g2169 I3298 g1725 g1113 I2147 g6[IL] 
g3714,N,N,1,11,8,g3714 g3041 I4258 g2169 I3298 g1725 g1113 I2147 
g10[IL],Y,N,0,0,1,g10[IL] 
I2150,N,N,1,1,2,I2150 g10[IL] 
g1114,N,N,1,2,3,g1114 I2150 g10[IL] 
g1730,N,N,1,3,4,g1730 g1114 I2150 g10[IL] 
I3301,N,N,1,4,5,I3301 g1730 g1114 I2150 g10[IL] 
g2170,N,N,1,5,6,g2170 I3301 g1730 g1114 I2150 g10[IL] 
I4276,N,N,1,6,7,I4276 g2170 I3301 g1730 g1114 I2150 g10[IL] 
g3053,N,N,1,7,8,g3053 I4276 g2170 I3301 g1730 g1114 I2150 g10[IL] 
g3719,N,N,1,11,8,g3719 g3053 I4276 g2170 I3301 g1730 g1114 I2150 
I5257,N,N,1,12,8,I5257 g3719 g3714 g3053 I4276 g2170 I3301 g1730 
I5258,N,N,1,13,8,I5258 I5257 g3719 g3714 g3053 I4276 g2170 I3301 
I5259,N,N,1,13,8,I5259 I5257 g3719 g3714 g3053 I4276 g2170 I3301 
g3979,N,N,1,14,8,g3979 I5259 I5258 I5257 g3719 g3714 g3053 I4276 
I5657,N,N,1,18,8,I5657 g3979 I5259 I5258 I5257 g3719 g3714 g3983 
I5658,N,N,1,19,8,I5658 I5657 g3979 I5259 I5258 I5257 g3719 g3714 
I5659,N,N,1,19,8,I5659 I5657 g3979 I5259 I5258 I5257 g3719 g3714 
g4223,N,N,1,20,8,g4223 I5659 I5658 I5657 g3979 I5259 I5258 I5257 
g14[IL],Y,N,0,0,1,g14[IL] 
I2154,N,N,1,1,2,I2154 g14[IL] 
g1116,N,N,1,2,3,g1116 I2154 g14[IL] 
g1740,N,N,1,3,4,g1740 g1116 I2154 g14[IL] 
I3304,N,N,1,4,5,I3304 g1740 g1116 I2154 g14[IL] 
g2171,N,N,1,5,6,g2171 I3304 g1740 g1116 I2154 g14[IL] 
I4318,N,N,1,6,7,I4318 g2171 I3304 g1740 g1116 I2154 g14[IL] 
g3083,N,N,1,7,8,g3083 I4318 g2171 I3304 g1740 g1116 I2154 g14[IL] 
g3242,N,N,1,11,8,g3242 g3083 I4318 g2171 I3304 g1740 g1116 I2154 
g18[IL],Y,N,0,0,1,g18[IL] 
I2128,N,N,1,1,2,I2128 g18[IL] 
g1106,N,N,1,2,3,g1106 I2128 g18[IL] 
g1695,N,N,1,3,4,g1695 g1106 I2128 g18[IL] 
I3278,N,N,1,4,5,I3278 g1695 g1106 I2128 g18[IL] 
g2157,N,N,1,5,6,g2157 I3278 g1695 g1106 I2128 g18[IL] 
I4170,N,N,1,6,7,I4170 g2157 I3278 g1695 g1106 I2128 g18[IL] 
g2973,N,N,1,7,8,g2973 I4170 g2157 I3278 g1695 g1106 I2128 g18[IL] 
g3247,N,N,1,11,8,g3247 g2973 I4170 g2157 I3278 g1695 g1106 I2128 
I5242,N,N,1,12,8,I5242 g3247 g3242 g2973 I4170 g2157 I3278 g1695 
I5243,N,N,1,13,8,I5243 I5242 g3247 g3242 g2973 I4170 g2157 I3278 
I5244,N,N,1,13,8,I5244 I5242 g3247 g3242 g2973 I4170 g2157 I3278 
g3974,N,N,1,14,8,g3974 I5244 I5243 I5242 g3247 g3242 g2973 I4170 
g24[IL],Y,N,0,0,1,g24[IL] 
I2131,N,N,1,1,2,I2131 g24[IL] 
g1107,N,N,1,2,3,g1107 I2131 g24[IL] 
g1702,N,N,1,3,4,g1702 g1107 I2131 g24[IL] 
I3284,N,N,1,4,5,I3284 g1702 g1107 I2131 g24[IL] 
g2159,N,N,1,5,6,g2159 I3284 g1702 g1107 I2131 g24[IL] 
I4189,N,N,1,6,7,I4189 g2159 I3284 g1702 g1107 I2131 g24[IL] 
g2996,N,N,1,7,8,g2996 I4189 g2159 I3284 g1702 g1107 I2131 g24[IL] 
g3259,N,N,1,11,8,g3259 g2996 I4189 g2159 I3284 g1702 g1107 I2131 
g28[IL],Y,N,0,0,1,g28[IL] 
I2140,N,N,1,1,2,I2140 g28[IL] 
g1110,N,N,1,2,3,g1110 I2140 g28[IL] 
g1714,N,N,1,3,4,g1714 g1110 I2140 g28[IL] 
I3291,N,N,1,4,5,I3291 g1714 g1110 I2140 g28[IL] 
g2164,N,N,1,5,6,g2164 I3291 g1714 g1110 I2140 g28[IL] 
I4220,N,N,1,6,7,I4220 g2164 I3291 g1714 g1110 I2140 g28[IL] 
g3015,N,N,1,7,8,g3015 I4220 g2164 I3291 g1714 g1110 I2140 g28[IL] 
g3263,N,N,1,11,8,g3263 g3015 I4220 g2164 I3291 g1714 g1110 I2140 
I5226,N,N,1,12,8,I5226 g3263 g3259 g3015 I4220 g2164 I3291 g1714 
I5227,N,N,1,13,8,I5227 I5226 g3263 g3259 g3015 I4220 g2164 I3291 
I5228,N,N,1,13,8,I5228 I5226 g3263 g3259 g3015 I4220 g2164 I3291 
g3968,N,N,1,14,8,g3968 I5228 I5227 I5226 g3263 g3259 g3015 I4220 
I5647,N,N,1,18,8,I5647 g3968 I5228 I5227 I5226 g3263 g3259 g3974 
I5648,N,N,1,19,8,I5648 I5647 g3968 I5228 I5227 I5226 g3263 g3259 
I5649,N,N,1,19,8,I5649 I5647 g3968 I5228 I5227 I5226 g3263 g3259 
g4221,N,N,1,20,8,g4221 I5649 I5648 I5647 g3968 I5228 I5227 I5226 
I6026,N,N,1,24,8,I6026 g4221 I5649 I5648 I5647 g4223 I5659 I5658 
I6027,N,N,1,25,8,I6027 I6026 g4221 I5649 I5648 I5647 g4223 I5659 
I6028,N,N,1,25,8,I6028 I6026 g4221 I5649 I5648 I5647 g4223 I5659 
g4504,N,N,1,26,8,g4504 I6028 I6027 I6026 g4221 I5649 I5648 I5647 
g48[IL],Y,N,0,0,1,g48[IL] 
I1917,N,N,1,1,2,I1917 g48[IL] 
g894,N,N,1,2,3,g894 I1917 g48[IL] 
g1326,N,N,1,3,4,g1326 g894 I1917 g48[IL] 
I3496,N,N,1,4,5,I3496 g1326 g894 I1917 g48[IL] 
g2346,N,N,1,5,6,g2346 I3496 g1326 g894 I1917 g48[IL] 
I3785,N,N,1,6,7,I3785 g2346 I3496 g1326 g894 I1917 g48[IL] 
g2643,N,N,1,7,8,g2643 I3785 g2346 I3496 g1326 g894 I1917 g48[IL] 
g3541,N,N,1,11,8,g3541 g2643 I3785 g2346 I3496 g1326 g894 I1917 
I6499,N,N,1,27,8,I6499 g4504 I6028 I6027 I6026 g4221 I5649 I5648 
I6500,N,N,1,28,8,I6500 I6499 g4504 I6028 I6027 I6026 g4221 I5649 
I6501,N,N,1,28,8,I6501 I6499 g4504 I6028 I6027 I6026 g4221 I5649 
g4819,N,N,1,29,8,g4819 I6501 I6500 I6499 g4504 I6028 I6027 I6026 
g5060,N,N,1,33,8,g5060 g4819 I6501 I6500 I6499 g4504 I6028 I6027 
g5318,N,N,1,34,8,g5318 g5060 g4819 I6501 I6500 I6499 g4504 I6028 
g5385,N,N,1,35,8,g5385 g5318 g5060 g4819 I6501 I6500 I6499 g4504 
g5537,N,N,1,36,8,g5537 g5385 g5318 g5060 g4819 I6501 I6500 I6499 
g5645,N,N,1,37,8,g5645 g5537 g5385 g5318 g5060 g4819 I6501 I6500 
g5770,N,N,1,38,8,g5770 g5645 g5537 g5385 g5318 g5060 g4819 I6501 
g6032,N,N,1,39,8,g6032 g5770 g5645 g5537 g5385 g5318 g5060 g4819 
I7859,N,N,1,40,8,I7859 g6032 g5770 g5645 g5537 g5385 g5318 g5060 
g6137,N,N,1,44,8,g6137 I7859 g6032 g5770 g5645 g5537 g5385 g5318 
I7996,N,N,1,45,8,I7996 g6137 I7859 g6032 g5770 g5645 g5537 g5385 
g6282,N,Y,1,46,8,g6282 I7996 g6137 I7859 g6032 g5770 g5645 g5537 
g3868,N,N,1,12,8,g3868 g3491 g2608 I3746 g2035 I3144 g1319 I2312 
g5467,N,N,1,35,8,g5467 g5318 g5060 g4819 I6501 I6500 I6499 g4504 
g5536,N,N,1,36,8,g5536 g5467 g5318 g5060 g4819 I6501 I6500 I6499 
g5631,N,N,1,37,8,g5631 g5536 g5467 g5318 g5060 g4819 I6501 I6500 
g5824,N,N,1,38,8,g5824 g5631 g5536 g5467 g5318 g5060 g4819 I6501 
g33[IL],Y,N,0,0,1,g33[IL] 
g29[IL],Y,N,0,0,1,g29[IL] 
I2089,N,N,1,1,3,I2089 g29[IL] g33[IL] 
I2090,N,N,1,2,4,I2090 I2089 g29[IL] g33[IL] 
I2091,N,N,1,2,4,I2091 I2089 g29[IL] g33[IL] 
g1047,N,N,1,3,6,g1047 I2091 I2090 I2089 g29[IL] g33[IL] 
g25[IL],Y,N,0,0,1,g25[IL] 
g19[IL],Y,N,0,0,1,g19[IL] 
I2080,N,N,1,1,3,I2080 g19[IL] g25[IL] 
I2081,N,N,1,2,4,I2081 I2080 g19[IL] g25[IL] 
I2082,N,N,1,2,4,I2082 I2080 g19[IL] g25[IL] 
g1044,N,N,1,3,6,g1044 I2082 I2081 I2080 g19[IL] g25[IL] 
I2506,N,N,1,7,8,I2506 g1044 I2082 I2081 I2080 g19[IL] g25[IL] g1047 
I2507,N,N,1,8,8,I2507 I2506 g1044 I2082 I2081 I2080 g19[IL] g25[IL] 
I2508,N,N,1,8,8,I2508 I2506 g1044 I2082 I2081 I2080 g19[IL] g25[IL] 
g1540,N,N,1,9,8,g1540 I2508 I2507 I2506 g1044 I2082 I2081 I2080 
g15[IL],Y,N,0,0,1,g15[IL] 
g11[IL],Y,N,0,0,1,g11[IL] 
I2072,N,N,1,1,3,I2072 g11[IL] g15[IL] 
I2073,N,N,1,2,4,I2073 I2072 g11[IL] g15[IL] 
I2074,N,N,1,2,4,I2074 I2072 g11[IL] g15[IL] 
g1042,N,N,1,3,6,g1042 I2074 I2073 I2072 g11[IL] g15[IL] 
g7[IL],Y,N,0,0,1,g7[IL] 
g3[IL],Y,N,0,0,1,g3[IL] 
I2060,N,N,1,1,3,I2060 g3[IL] g7[IL] 
I2061,N,N,1,2,4,I2061 I2060 g3[IL] g7[IL] 
I2062,N,N,1,2,4,I2062 I2060 g3[IL] g7[IL] 
g1036,N,N,1,3,6,g1036 I2062 I2061 I2060 g3[IL] g7[IL] 
I2497,N,N,1,7,8,I2497 g1036 I2062 I2061 I2060 g3[IL] g7[IL] g1042 
I2498,N,N,1,8,8,I2498 I2497 g1036 I2062 I2061 I2060 g3[IL] g7[IL] 
I2499,N,N,1,8,8,I2499 I2497 g1036 I2062 I2061 I2060 g3[IL] g7[IL] 
g1534,N,N,1,9,8,g1534 I2499 I2498 I2497 g1036 I2062 I2061 I2060 
I3168,N,N,1,13,8,I3168 g1534 I2499 I2498 I2497 g1540 I2508 I2507 
I3169,N,N,1,14,8,I3169 I3168 g1534 I2499 I2498 I2497 g1540 I2508 
I3170,N,N,1,14,8,I3170 I3168 g1534 I2499 I2498 I2497 g1540 I2508 
g2061,N,N,1,15,8,g2061 I3170 I3169 I3168 g1534 I2499 I2498 I2497 
g2602,N,N,1,16,8,g2602 g2061 I3170 I3169 I3168 g1534 I2499 I2498 
I4646,N,N,1,17,8,I4646 g2602 g2061 I3170 I3169 I3168 g1534 I2499 
g3369,N,N,1,18,8,g3369 I4646 g2602 g2061 I3170 I3169 I3168 g1534 
I4935,N,N,1,19,8,I4935 g3369 I4646 g2602 g2061 I3170 I3169 I3168 
g3752,N,N,1,23,8,g3752 I4935 g3369 I4646 g2602 g2061 I3170 I3169 
g5883,N,N,1,39,8,g5883 g5824 g5631 g5536 g5467 g5318 g5060 g4819 
g5996,N,N,1,39,8,g5996 g5824 g5631 g5536 g5467 g5318 g5060 g4819 
g6110,N,N,1,43,8,g6110 g5996 g5883 g5824 g5631 g5536 g5467 g5318 
I8002,N,N,1,44,8,I8002 g6110 g5996 g5883 g5824 g5631 g5536 g5467 
g6284,N,Y,1,45,8,g6284 I8002 g6110 g5996 g5883 g5824 g5631 g5536 
I2175,N,N,1,1,2,I2175 g25[IL] 
g1156,N,N,1,2,3,g1156 I2175 g25[IL] 
I2696,N,N,1,3,4,I2696 g1156 I2175 g25[IL] 
g1692,N,N,1,4,5,g1692 I2696 g1156 I2175 g25[IL] 
g6047,N,N,1,39,8,g6047 g5824 g5631 g5536 g5467 g5318 g5060 g4819 
g6034,N,N,1,39,8,g6034 g5824 g5631 g5536 g5467 g5318 g5060 g4819 
g6182,N,N,1,43,8,g6182 g6034 g6047 g5824 g5631 g5536 g5467 g5318 
I8144,N,N,1,44,8,I8144 g6182 g6034 g6047 g5824 g5631 g5536 g5467 
g6360,N,Y,1,45,8,g6360 I8144 g6182 g6034 g6047 g5824 g5631 g5536 
I2185,N,N,1,1,2,I2185 g29[IL] 
g1173,N,N,1,2,3,g1173 I2185 g29[IL] 
I2700,N,N,1,3,4,I2700 g1173 I2185 g29[IL] 
