NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE,CLUSTER CONTENTS
U22644,N,N,1,8,8,U22644 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_20_[IL],Y,N,0,0,1,P2_ADDRESS_REG_20_[IL] 
U22643,N,N,1,7,8,U22643 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15845,N,N,1,9,8,U15845 U22644 U16505 U16283 U22643 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_20_,N,Y,1,10,8,ADDRESS2_20_ U15845 U22644 U16505 U16283 U22643 U16504 U15202 
P3_ADDRESS_REG_19_[IL],Y,N,0,0,1,P3_ADDRESS_REG_19_[IL] 
U22648,N,N,1,8,8,U22648 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_19_[IL],Y,N,0,0,1,P2_ADDRESS_REG_19_[IL] 
U22647,N,N,1,7,8,U22647 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15847,N,N,1,9,8,U15847 U22648 U16505 U16283 U22647 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_19_,N,Y,1,10,8,ADDRESS2_19_ U15847 U22648 U16505 U16283 U22647 U16504 U15202 
P3_ADDRESS_REG_18_[IL],Y,N,0,0,1,P3_ADDRESS_REG_18_[IL] 
U22650,N,N,1,8,8,U22650 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_18_[IL],Y,N,0,0,1,P2_ADDRESS_REG_18_[IL] 
U22649,N,N,1,7,8,U22649 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15848,N,N,1,9,8,U15848 U22650 U16505 U16283 U22649 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_18_,N,Y,1,10,8,ADDRESS2_18_ U15848 U22650 U16505 U16283 U22649 U16504 U15202 
P3_ADDRESS_REG_17_[IL],Y,N,0,0,1,P3_ADDRESS_REG_17_[IL] 
U22652,N,N,1,8,8,U22652 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_17_[IL],Y,N,0,0,1,P2_ADDRESS_REG_17_[IL] 
U22651,N,N,1,7,8,U22651 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15849,N,N,1,9,8,U15849 U22652 U16505 U16283 U22651 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_17_,N,Y,1,10,8,ADDRESS2_17_ U15849 U22652 U16505 U16283 U22651 U16504 U15202 
P3_ADDRESS_REG_16_[IL],Y,N,0,0,1,P3_ADDRESS_REG_16_[IL] 
U22654,N,N,1,8,8,U22654 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_16_[IL],Y,N,0,0,1,P2_ADDRESS_REG_16_[IL] 
U22653,N,N,1,7,8,U22653 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15850,N,N,1,9,8,U15850 U22654 U16505 U16283 U22653 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_16_,N,Y,1,10,8,ADDRESS2_16_ U15850 U22654 U16505 U16283 U22653 U16504 U15202 
P3_ADDRESS_REG_15_[IL],Y,N,0,0,1,P3_ADDRESS_REG_15_[IL] 
U22656,N,N,1,8,8,U22656 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_15_[IL],Y,N,0,0,1,P2_ADDRESS_REG_15_[IL] 
U22655,N,N,1,7,8,U22655 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15851,N,N,1,9,8,U15851 U22656 U16505 U16283 U22655 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_15_,N,Y,1,10,8,ADDRESS2_15_ U15851 U22656 U16505 U16283 U22655 U16504 U15202 
P3_ADDRESS_REG_14_[IL],Y,N,0,0,1,P3_ADDRESS_REG_14_[IL] 
U22658,N,N,1,8,8,U22658 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_14_[IL],Y,N,0,0,1,P2_ADDRESS_REG_14_[IL] 
U22657,N,N,1,7,8,U22657 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15852,N,N,1,9,8,U15852 U22658 U16505 U16283 U22657 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_14_,N,Y,1,10,8,ADDRESS2_14_ U15852 U22658 U16505 U16283 U22657 U16504 U15202 
P3_ADDRESS_REG_13_[IL],Y,N,0,0,1,P3_ADDRESS_REG_13_[IL] 
U22660,N,N,1,8,8,U22660 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_13_[IL],Y,N,0,0,1,P2_ADDRESS_REG_13_[IL] 
U22659,N,N,1,7,8,U22659 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15853,N,N,1,9,8,U15853 U22660 U16505 U16283 U22659 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_13_,N,Y,1,10,8,ADDRESS2_13_ U15853 U22660 U16505 U16283 U22659 U16504 U15202 
P3_ADDRESS_REG_12_[IL],Y,N,0,0,1,P3_ADDRESS_REG_12_[IL] 
U22662,N,N,1,8,8,U22662 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_12_[IL],Y,N,0,0,1,P2_ADDRESS_REG_12_[IL] 
U22661,N,N,1,7,8,U22661 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15854,N,N,1,9,8,U15854 U22662 U16505 U16283 U22661 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_12_,N,Y,1,10,8,ADDRESS2_12_ U15854 U22662 U16505 U16283 U22661 U16504 U15202 
P3_ADDRESS_REG_11_[IL],Y,N,0,0,1,P3_ADDRESS_REG_11_[IL] 
U22664,N,N,1,8,8,U22664 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_11_[IL],Y,N,0,0,1,P2_ADDRESS_REG_11_[IL] 
U22663,N,N,1,7,8,U22663 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15855,N,N,1,9,8,U15855 U22664 U16505 U16283 U22663 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_11_,N,Y,1,10,8,ADDRESS2_11_ U15855 U22664 U16505 U16283 U22663 U16504 U15202 
P3_ADDRESS_REG_10_[IL],Y,N,0,0,1,P3_ADDRESS_REG_10_[IL] 
U22666,N,N,1,8,8,U22666 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_10_[IL],Y,N,0,0,1,P2_ADDRESS_REG_10_[IL] 
U22665,N,N,1,7,8,U22665 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
U15856,N,N,1,9,8,U15856 U22666 U16505 U16283 U22665 U16504 U15202 P1_DATAO_REG_31_[IL] 
ADDRESS2_10_,N,Y,1,10,8,ADDRESS2_10_ U15856 U22666 U16505 U16283 U22665 U16504 U15202 
P3_ADDRESS_REG_9_[IL],Y,N,0,0,1,P3_ADDRESS_REG_9_[IL] 
U22610,N,N,1,8,8,U22610 U16505 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 
P2_ADDRESS_REG_9_[IL],Y,N,0,0,1,P2_ADDRESS_REG_9_[IL] 
U22609,N,N,1,7,8,U22609 U16283 U16504 U15202 P1_DATAO_REG_31_[IL] U16502 U15379 U16503 
