CLUSTER ROOT NODE,CLUSTER SIZE,CLUSTER CONTENTS
g8219,8,g8219 II14436 g7904 II14276 g7720 II14035 g7310 II13362 
g8234,8,g8234 II14489 g7829 II14251 g7541 II13807 g7320 II13388 
g8661,8,g8661 II14777 g8511 II14646 g7790 II14227 g7552 g7319 
g8663,8,g8663 II14783 g8324 II14573 g8179 II14416 g7727 II14052 
g8872,8,g8872 II15202 g8797 II15003 g8633 g8176 g7566 g7421 
g8958,8,g8958 II15388 g8898 II15308 g8799 II15007 g8627 g8091 
g9128,8,g9128 II15762 g9039 II15527 g9020 II15484 g8918 II15340 
g9132,8,g9132 II15770 g9121 II15747 g9042 II15530 g8972 II15420 
g9204,8,g9204 II15894 g9195 II15871 g9184 II15830 g9180 II15824 
g9280,8,g9280 II16006 g9261 g9238 g9223 II15943 g9214 II15918 
g9297,8,g9297 II16017 g9264 g9247 g9227 II15947 g9221 II15937 
g9299,8,g9299 II16023 g9267 g9251 g9230 II15950 g9222 II15940 
g9305,8,g9305 II16033 g9282 g9270 g9241 II15971 g9233 II15953 
g9308,8,g9308 II16040 g9285 g9271 g9244 II15974 g9234 II15956 
g9310,8,g9310 II16046 g9288 g9272 g9248 II15978 g9235 II15959 
g9312,8,g9312 II16052 g9291 g9273 g9252 II15982 g9236 II15962 
g9314,8,g9314 II16058 g9294 g9274 g9255 II15985 g9237 II15965 
g9378,8,g9378 II16158 g9363 g9359 g9340 II16090 g9336 II16084 
g6302[OL],8,g6302[OL] g6302 II11233 g6147 II10804 g5526 g5086 II9460 
g6301[OL],8,g6301[OL] g6301 II11230 g6140 II10783 g5542 g5061 II9425 
g6300[OL],8,g6300[OL] g6300 II11227 g6130 II10761 g5302 g5028 II9372 
g6298[OL],8,g6298[OL] g6298 II11221 g6167 II10862 g5364 g5124 II9520 
g6297[OL],8,g6297[OL] g6297 II11218 g6161 II10842 g5701 g5120 II9512 
g6296[OL],8,g6296[OL] g6296 II11215 g6156 II10829 g5224 g5114 II9502 
g6295[OL],8,g6295[OL] g6295 II11212 g6146 II10801 g5463 g5085 II9457 
g6294[OL],8,g6294[OL] g6294 II11209 g6139 II10780 g5445 g5059 II9419 
g6293[OL],8,g6293[OL] g6293 II11206 g6133 II10766 g5674 g5042 II9396 
g6292[OL],8,g6292[OL] g6292 II11203 g6129 II10758 g5662 g5027 II9369 
g8662[OL],8,g8662[OL] g8662 II14780 g8284 II14531 g8178 II14413 g7723 
g6290[OL],8,g6290[OL] g6290 II11197 g6122 II10752 g5618 g5015 II9347 
g6288[OL],8,g6288[OL] g6288 II11191 g6155 II10826 g5434 g5112 II9496 
g9376[OL],8,g9376[OL] g9376 II16154 g9370 II16138 g9358 g9348 g9333 
g9375[OL],8,g9375[OL] g9375 II16151 g9369 II16135 g9357 g9347 g9332 
g9374[OL],8,g9374[OL] g9374 II16148 g9368 II16132 g9356 g9346 g9331 
g9373[OL],8,g9373[OL] g9373 II16145 g9367 II16129 g9355 g9345 g9330 
g9372[OL],8,g9372[OL] g9372 II16142 g9366 II16126 g9354 g9344 g9329 
g9361[OL],8,g9361[OL] g9361 II16119 g9351 II16103 g9339 g9335 g9320 
g9360[OL],8,g9360[OL] g9360 II16116 g9350 II16100 g9338 g9334 g9318 
g9362[OL],8,g9362[OL] g9362 II16122 g9353 II16107 g9337 g9327 g9316 
g6299[OL],8,g6299[OL] g6299 II11224 g6255 II11066 g5460 g4684 II8949 
g6291[OL],8,g6291[OL] g6291 II11200 g6251 II11060 g5453 g4680 II8945 
g6289[OL],8,g6289[OL] g6289 II11194 g6243 II11050 g5335 g4677 II8932 
g9389[OL],8,g9389[OL] g9389 II16183 g9388 II16180 g9387 g9384 g9383 
g8955[OL],8,g8955[OL] g8955 II15379 g8882 II15222 g8834 g8229 g8180 
g6308[OL],8,g6308[OL] g6308 II11251 g6152 II10815 g5418 g5100 II9484 
g6307[OL],8,g6307[OL] g6307 II11248 g6149 II10810 g5403 g5088 II9466 
g6306[OL],8,g6306[OL] g6306 II11245 g6143 II10796 g5397 g5076 II9446 
g6305[OL],8,g6305[OL] g6305 II11242 g6183 II10914 g5448 g5137 II9539 
g6304[OL],8,g6304[OL] g6304 II11239 g6173 II10882 g5600 g5128 II9528 
g6303[OL],8,g6303[OL] g6303 II11236 g6148 II10807 g5294 g5087 II9463 
g5173[OL],8,g5173[OL] g5173 II9645 g4900 II9258 g4249 g3617 g1655 
g5174[OL],8,g5174[OL] g5174 II9648 g4795 II9116 g4297 g3602 II7070 
g5736[OL],8,g5736[OL] g5736 II10265 g5468 II9884 g4868 g4227 II8134 
g6377[OL],8,g6377[OL] g6377 II11458 g6063 II10678 g5566 g4810 II9153 
g6378[OL],8,g6378[OL] g6378 II11461 g6094 II10716 g5537 g4835 II9196 
g6379[OL],8,g6379[OL] g6379 II11464 g6088 II10708 g5545 g4824 II9183 
g6857[OL],8,g6857[OL] g6857 II12442 g6542 II11718 g6115 g5558 II10001 
g6858[OL],8,g6858[OL] g6858 II12445 g6568 II11744 g6120 g5555 II9980 
g6859[OL],8,g6859[OL] g6859 II12448 g6569 II11747 g6123 g5556 II9987 
g7108[OL],8,g7108[OL] g7108 II12912 g7006 II12748 g6585 g6119 II10745 
g7109[OL],8,g7109[OL] g7109 II12915 g7000 II12742 g6590 g6153 II10820 
g7110[OL],8,g7110[OL] g7110 II12918 g7013 II12757 g6577 g6142 II10791 
g7300[OL],8,g7300[OL] g7300 II13332 g7241 II13185 g7020 g6578 g6218 
g1235[OL],4,g1235[OL] g1235 II5422 g1234 
gbuf1[OL],3,gbuf1[OL] gbuf1 g1240[IL] 
gbuf2[OL],3,gbuf2[OL] gbuf2 g1236[IL] 
g2659[OL],4,g2659[OL] g2659 g1655 g1231[IL] 
gbuf3[OL],3,gbuf3[OL] gbuf3 g1244[IL] 
g2660[OL],6,g2660[OL] g2660 II6451 g1895 II5775 g1240[IL] 
g6383[OL],8,g6383[OL] g6383 II11476 g6194 II10937 g5560 g5036 g4047 
g6384[OL],8,g6384[OL] g6384 II11479 g6201 II10946 g5563 g5070 g4058 
g7112[OL],8,g7112[OL] g7112 II12924 g6983 II12722 g6611 g6249 g5313 
g7301[OL],8,g7301[OL] g7301 II13335 g7206 II13134 g7017 g6706 g6002 
g7527[OL],8,g7527[OL] g7527 II13761 g7418 II13533 g7220 g7062 g6456 
g7302[OL],8,g7302[OL] g7302 II13338 g7190 II13112 g7021 g6673 g5937 
g7303[OL],8,g7303[OL] g7303 II13341 g7207 II13137 g7027 g6698 g6001 
g7304[OL],8,g7304[OL] g7304 II13344 g7210 II13144 g7031 g6717 g6005 
g5741[OL],8,g5741[OL] g5741 II10280 g5488 II9910 g4681 g4255 II8186 
g6385[OL],8,g6385[OL] g6385 II11482 g6117 II10739 g5572 g5051 II9407 
gbuf4[OL],3,gbuf4[OL] gbuf4 g1308[IL] 
gbuf5[OL],3,gbuf5[OL] gbuf5 g1309[IL] 
gbuf6[OL],3,gbuf6[OL] gbuf6 g1310[IL] 
gbuf7[OL],3,gbuf7[OL] gbuf7 g1311[IL] 
gbuf8[OL],3,gbuf8[OL] gbuf8 g1312[IL] 
g3858[OL],7,g3858[OL] g3858 II7377 g3189 II6864 g2528 g1260[IL] 
g6862[OL],8,g6862[OL] g6862 II12457 g6671 II11971 g6179 II10896 g5475 
g6863[OL],8,g6863[OL] g6863 II12460 g6674 II11978 g6186 II10919 g5479 
g6864[OL],8,g6864[OL] g6864 II12463 g6682 II11994 g6195 II10940 g5489 
g6865[OL],8,g6865[OL] g6865 II12466 g6687 II12003 g6202 II10949 g5513 
g7119[OL],8,g7119[OL] g7119 II12945 g7066 II12839 g6630 II11884 g6091 
g7528[OL],8,g7528[OL] g7528 II13764 g7479 II13635 g7243 II13189 g7002 
g7529[OL],8,g7529[OL] g7529 II13767 g7486 II13646 g7245 II13193 g7007 
g7530[OL],8,g7530[OL] g7530 II13770 g7491 II13653 g7246 II13196 g7008 
g7768[OL],8,g7768[OL] g7768 II14175 g7718 II14031 g7448 II13605 g7197 
g8675[OL],8,g8675[OL] g8675 II14819 g8647 II14739 g8173 II14400 g7677 
g8676[OL],8,g8676[OL] g8676 II14822 g8649 II14743 g8174 II14403 g7679 
g8677[OL],8,g8677[OL] g8677 II14825 g8651 II14747 g8175 II14406 g7681 
g6373[OL],8,g6373[OL] g6373 II11446 g6062 II10675 g5662 g5027 II9369 
gbuf9[OL],3,gbuf9[OL] gbuf9 g1191[IL] 
gbuf10[OL],3,gbuf10[OL] gbuf10 g1192[IL] 
gbuf11[OL],3,gbuf11[OL] gbuf11 g1193[IL] 
g6374[OL],8,g6374[OL] g6374 II11449 g6068 II10687 g5674 g5042 II9396 
gbuf12[OL],3,gbuf12[OL] gbuf12 g1195[IL] 
gbuf13[OL],3,gbuf13[OL] gbuf13 g1196[IL] 
gbuf14[OL],3,gbuf14[OL] gbuf14 g1197[IL] 
g6375[OL],8,g6375[OL] g6375 II11452 g6071 II10694 g5445 g5059 II9419 
gbuf15[OL],3,gbuf15[OL] gbuf15 g1199[IL] 
gbuf16[OL],3,gbuf16[OL] gbuf16 g1200[IL] 
gbuf17[OL],3,gbuf17[OL] gbuf17 g1201[IL] 
g6376[OL],8,g6376[OL] g6376 II11455 g6087 II10705 g5463 g5085 II9457 
gbuf18[OL],3,gbuf18[OL] gbuf18 g1203[IL] 
gbuf19[OL],3,gbuf19[OL] gbuf19 g1204[IL] 
gbuf20[OL],3,gbuf20[OL] gbuf20 g1205[IL] 
g2661[OL],6,g2661[OL] g2661 II6454 g1868 II5747 g1260[IL] 
g7111[OL],8,g7111[OL] g7111 II12921 g6993 II12731 g6579 g6098 g5681 
g6860[OL],8,g6860[OL] g6860 II12451 g6524 II11710 g6098 g5681 g5132 
g6380[OL],8,g6380[OL] g6380 II11467 g6064 II10681 g5686 g5132 II9535 
g6381[OL],8,g6381[OL] g6381 II11470 g6095 II10719 g5559 g5132 II9535 
g5739[OL],8,g5739[OL] g5739 II10274 g5524 II9938 g4878 II9222 g4044 
g6382[OL],8,g6382[OL] g6382 II11473 g6069 II10690 g5538 g5132 II9535 
g5738[OL],8,g5738[OL] g5738 II10271 g5487 II9907 g4837 II9202 g4044 
g5737[OL],8,g5737[OL] g5737 II10268 g5471 II9889 g4819 II9166 g4041 
g4656[OL],8,g4656[OL] g4656 II8883 g4198 II8101 g3259 g1960 g1268[IL] 
g5175[OL],8,g5175[OL] g5175 II9651 g4805 II9136 g4280 II8225 II8224 
g5740[OL],8,g5740[OL] g5740 II10277 g5472 II9892 g4879 g4281 g4270 
g5176[OL],8,g5176[OL] g5176 II9654 g4792 II9111 g4232 g3591 g1789 
gbuf21[OL],3,gbuf21[OL] gbuf21 g1271[IL] 
gbuf22[OL],3,gbuf22[OL] gbuf22 g1270[IL] 
g5742[OL],8,g5742[OL] g5742 II10283 g5643 II10128 g4688 g4193 g2727 
g5743[OL],8,g5743[OL] g5743 II10286 g5519 II9929 g5052 g4054 g3767 
g6861[OL],8,g6861[OL] g6861 II12454 g6581 II11773 g6262 g5334 g4887 
g7113[OL],8,g7113[OL] g7113 II12927 g7014 II12760 g6685 g5969 g5564 
g7114[OL],8,g7114[OL] g7114 II12930 g7019 II12771 g6735 g6013 g5589 
g7115[OL],8,g7115[OL] g7115 II12933 g7018 II12768 g6718 g6006 g5575 
g7116[OL],8,g7116[OL] g7116 II12936 g7015 II12763 g6686 g5970 g5605 
g7117[OL],8,g7117[OL] g7117 II12939 g7022 II12776 g6739 g6021 g5594 
g7118[OL],8,g7118[OL] g7118 II12942 g7023 II12779 g6740 g6022 g5595 
g7305[OL],8,g7305[OL] g7305 II13347 g7224 II13164 g7086 g6464 g6177 
g7306[OL],8,g7306[OL] g7306 II13350 g7223 II13161 g7080 g6462 g6215 
g7307[OL],8,g7307[OL] g7307 II13353 g7231 II13173 g7089 g6474 g6203 
g7309[OL],8,g7309[OL] g7309 II13359 g7255 II13209 g6912 g6567 g6265 
g7308[OL],8,g7308[OL] g7308 II13356 g7221 II13157 g6997 II12737 g6460 
g2663[OL],6,g2663[OL] g2663 II6460 g2104 II5879 g1267[IL] 
g6386[OL],8,g6386[OL] g6386 II11485 g6137 II10776 g5576 g4884 g4294 
g6866[OL],8,g6866[OL] g6866 II12469 g6586 II11778 g6180 II10901 II10900 
g6878[OL],8,g6878[OL] g6878 II12505 g6612 II11832 g6274 II11103 II11102 
g6876[OL],8,g6876[OL] g6876 II12499 g6597 II11803 g6280 II11137 II11136 
g6874[OL],8,g6874[OL] g6874 II12493 g6587 II11781 g6284 II11165 II11164 
g6872[OL],8,g6872[OL] g6872 II12487 g6623 II11861 g5747 II10300 II10299 
g6870[OL],8,g6870[OL] g6870 II12481 g6616 II11848 g6159 II10836 II10835 
g6869[OL],8,g6869[OL] g6869 II12478 g6603 II11815 g6169 II10868 II10867 
g6867[OL],8,g6867[OL] g6867 II12472 g6591 II11787 g6273 II11096 II11095 
g6877[OL],8,g6877[OL] g6877 II12502 g6604 II11818 g6276 II11117 II11116 
g6875[OL],8,g6875[OL] g6875 II12496 g6592 II11790 g6282 II11151 II11150 
g6873[OL],8,g6873[OL] g6873 II12490 g6625 II11867 g6286 II11179 II11178 
g6871[OL],8,g6871[OL] g6871 II12484 g6621 II11855 g5751 II10322 II10321 
g6868[OL],8,g6868[OL] g6868 II12475 g6596 II11800 g6164 II10849 II10848 
g4658[OL],8,g4658[OL] g4658 II8889 g4311 II8282 g3515 g2214 g1379[IL] 
g6879[OL],8,g6879[OL] g6879 II12508 g6593 II11793 g6188 II10925 II10924 
g6891[OL],8,g6891[OL] g6891 II12544 g6617 II11851 g6277 II11124 II11123 
g6889[OL],8,g6889[OL] g6889 II12538 g6606 II11824 g6283 II11158 II11157 
g6887[OL],8,g6887[OL] g6887 II12532 g6594 II11796 g6287 II11186 II11185 
g6885[OL],8,g6885[OL] g6885 II12526 g6626 II11870 g5752 II10329 II10328 
g6883[OL],8,g6883[OL] g6883 II12520 g6622 II11858 g6165 II10856 II10855 
g6882[OL],8,g6882[OL] g6882 II12517 g6613 II11835 g6181 II10908 II10907 
g6880[OL],8,g6880[OL] g6880 II12511 g6598 II11806 g6275 II11110 II11109 
g6890[OL],8,g6890[OL] g6890 II12541 g6614 II11838 g6281 II11144 II11143 
g6888[OL],8,g6888[OL] g6888 II12535 g6599 II11809 g6285 II11172 II11171 
g6886[OL],8,g6886[OL] g6886 II12529 g6628 II11880 g5748 II10307 II10306 
g6884[OL],8,g6884[OL] g6884 II12523 g6624 II11864 g5753 II10336 II10335 
g6881[OL],8,g6881[OL] g6881 II12514 g6605 II11821 g6170 II10875 II10874 
g4659[OL],8,g4659[OL] g4659 II8892 g4115 II7956 g2810 g1922 g1251[IL] 
gbuf23[OL],3,gbuf23[OL] gbuf23 g1390[IL] 
g6387[OL],8,g6387[OL] g6387 II11488 g6034 II10639 g5224 g5114 II9502 
g2664[OL],6,g2664[OL] g2664 II6463 g1769 II5609 g16[IL] 
gbuf24[OL],3,gbuf24[OL] gbuf24 g1393[IL] 
g6388[OL],8,g6388[OL] g6388 II11491 g6010 II10608 g5701 g5120 II9512 
g4662[OL],8,g4662[OL] g4662 II8901 g4122 II7973 g3071 g1948 g1250[IL] 
gbuf25[OL],3,gbuf25[OL] gbuf25 g1396[IL] 
g6389[OL],8,g6389[OL] g6389 II11494 g6037 II10646 g5364 g5124 II9520 
g3861[OL],8,g3861[OL] g3861 II7386 g3013 II6764 g1955 g1189[IL] g16[IL] 
gbuf26[OL],3,gbuf26[OL] gbuf26 g1399[IL] 
g6390[OL],8,g6390[OL] g6390 II11497 g6014 II10614 g5302 g5028 II9372 
g6391[OL],8,g6391[OL] g6391 II11500 g6219 II10998 g5672 g5023 g4359 
gbuf27[OL],3,gbuf27[OL] gbuf27 g1402[IL] 
gbuf28[OL],3,gbuf28[OL] gbuf28 g1403[IL] 
gbuf29[OL],3,gbuf29[OL] gbuf29 g1404[IL] 
g6392[OL],8,g6392[OL] g6392 II11503 g6220 II11001 g5698 g5040 g4363 
g5745[OL],8,g5745[OL] g5745 II10292 g5577 II10046 g4840 g4235 g2668 
g5180[OL],8,g5180[OL] g5180 II9666 g4931 II9301 g4295 g2828 g1980 
g5178[OL],8,g5178[OL] g5178 II9660 g4806 II9139 g4364 g2952 g2215 
g4665[OL],8,g4665[OL] g4665 II8910 g4200 II8105 g3339 g2014 g1421[IL] 
g5179[OL],8,g5179[OL] g5179 II9663 g4809 II9148 g4354 g3541 g1663 
g5744[OL],8,g5744[OL] g5744 II10289 g5569 II10028 g4825 g4228 g2665 
g5177[OL],8,g5177[OL] g5177 II9657 g4784 II9095 g4283 g3587 g1964 
g2671[OL],6,g2671[OL] g2671 II6468 g1917 II5795 g1236[IL] 
g2672[OL],6,g2672[OL] g2672 II6471 g1923 II5801 g1424[IL] 
g2673[OL],6,g2673[OL] g2673 II6474 g1941 II5812 g1243[IL] 
g4666[OL],8,g4666[OL] g4666 II8913 g4306 II8273 g2976 II6728 g1959 
g3862[OL],7,g3862[OL] g3862 II7389 g3496 II6974 g2528 g1260[IL] 
g6393[OL],8,g6393[OL] g6393 II11506 g6189 II10930 g5600 g5128 II9528 
gbuf30[OL],3,gbuf30[OL] gbuf30 g1524[IL] 
g8226[OL],8,g8226[OL] g8226 II14457 g8093 II14370 g7603 II13940 g7355 
g7769[OL],8,g7769[OL] g7769 II14178 g7562 II13858 g7329 II13407 g7271 
g7770[OL],8,g7770[OL] g7770 II14181 g7725 II14046 g7492 II13656 g7228 
g7771[OL],8,g7771[OL] g7771 II14184 g7726 II14049 g7493 II13659 g7232 
g7772[OL],8,g7772[OL] g7772 II14187 g7728 II14055 g7495 II13663 g7235 
g7773[OL],8,g7773[OL] g7773 II14190 g7531 II13773 g7496 II13666 g7238 
g7774[OL],8,g7774[OL] g7774 II14193 g7532 II13776 g7497 II13669 g7240 
g7775[OL],8,g7775[OL] g7775 II14196 g7534 II13782 g7498 II13672 g7242 
g8227[OL],8,g8227[OL] g8227 II14460 g7789 II14224 g7722 II14039 g7449 
g8678[OL],8,g8678[OL] g8678 II14828 g8639 II14725 g8145 II14381 g7596 
g8875[OL],8,g8875[OL] g8875 II15211 g8808 II15062 g8632 II14712 g8059 
g8960[OL],8,g8960[OL] g8960 II15394 g8916 II15334 g8800 II15010 g8584 
g9036[OL],8,g9036[OL] g9036 II15522 g9018 II15478 g8910 II15324 g8779 
g8228[OL],8,g8228[OL] g8228 II14463 g8072 II14349 g7588 II13909 g7339 
g7781[OL],8,g7781[OL] g7781 II14214 g7576 II13873 g7342 II13444 g7282 
g7776[OL],8,g7776[OL] g7776 II14199 g7704 II14001 g7433 II13562 g7179 
g7777[OL],8,g7777[OL] g7777 II14202 g7708 II14005 g7434 II13565 g7181 
g7778[OL],8,g7778[OL] g7778 II14205 g7710 II14009 g7436 g6975 II12712 
g7779[OL],8,g7779[OL] g7779 II14208 g7711 II14012 g7438 g7184 g6978 
g7780[OL],8,g7780[OL] g7780 II14211 g7712 II14015 g7440 II13577 g7186 
g5181[OL],8,g5181[OL] g5181 II9669 g4909 II9271 g4263 g3260 g2490 
g5182[OL],8,g5182[OL] g5182 II9672 g4803 II9132 g4284 g3314 II6918 
g5183[OL],8,g5183[OL] g5183 II9675 g4807 II9142 g4236 g3221 II6878 
g4667[OL],8,g4667[OL] g4667 II8916 g4195 II8094 g2976 II6728 g1959 
g5184[OL],8,g5184[OL] g5184 II9678 g4808 II9145 g4264 g3315 II6925 
g5746[OL],8,g5746[OL] g5746 II10295 g5523 II9935 g4812 g4237 II8152 
g4669[OL],8,g4669[OL] g4669 II8922 g4229 II8140 g3429 g1838 g1450[IL] 
g5185[OL],8,g5185[OL] g5185 II9681 g4811 II9158 g4256 g3233 g1714 
g5186[OL],8,g5186[OL] g5186 II9684 g4813 II9162 g4272 g3286 II6906 
g5187[OL],8,g5187[OL] g5187 II9687 g4822 II9177 g4299 g3358 II6941 
g3863[OL],7,g3863[OL] g3863 II7392 g3230 II6887 g2528 g1260[IL] 
g4668[OL],8,g4668[OL] g4668 II8919 g4196 II8097 g3237 g1838 g1450[IL] 
g7104[OL],8,g7104[OL] g7104 II12900 g6947 II12652 g6664 g5836 g5529 
g8223[OL],8,g8223[OL] g8223 II14448 g7792 II14231 g7566 g7421 g7202 
gbuf31[OL],3,gbuf31[OL] gbuf31 g966[IL] 
g7764[OL],8,g7764[OL] g7764 II14163 g7533 II13779 g7406 g7191 g6980 
gbuf32[OL],3,gbuf32[OL] gbuf32 g963[IL] 
g5171[OL],8,g5171[OL] g5171 II9639 g4685 II8952 g4197 g3591 g1789 
g2653[OL],6,g2653[OL] g2653 II6443 g1774 II5616 g979[IL] 
