NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE
U13138,N,N,1,1,2
U13862,N,N,1,26,64
P1_ADDR_REG_10_[IL],Y,N,0,0,1
U2200,N,N,1,25,64
U13861,N,N,1,26,64
U13143,N,N,1,27,64
P3_ADDR_REG_11_[IL],Y,N,0,0,1
U13142,N,N,1,1,2
U13864,N,N,1,28,64
P1_ADDR_REG_11_[IL],Y,N,0,0,1
U2199,N,N,1,27,64
U13863,N,N,1,28,64
U13147,N,N,1,29,64
P3_ADDR_REG_12_[IL],Y,N,0,0,1
U13146,N,N,1,1,2
U13866,N,N,1,30,64
P1_ADDR_REG_12_[IL],Y,N,0,0,1
U2533,N,N,1,30,64
U13865,N,N,1,31,64
U13151,N,N,1,32,64
P3_ADDR_REG_13_[IL],Y,N,0,0,1
U13150,N,N,1,1,2
U13868,N,N,1,33,64
P1_ADDR_REG_13_[IL],Y,N,0,0,1
U2534,N,N,1,33,64
U13867,N,N,1,34,64
U13155,N,N,1,35,64
P3_ADDR_REG_14_[IL],Y,N,0,0,1
U13154,N,N,1,1,2
U13870,N,N,1,36,64
P1_ADDR_REG_14_[IL],Y,N,0,0,1
U2535,N,N,1,36,64
U13869,N,N,1,37,64
U13159,N,N,1,38,64
P3_ADDR_REG_15_[IL],Y,N,0,0,1
U13158,N,N,1,1,2
U13872,N,N,1,39,64
P1_ADDR_REG_15_[IL],Y,N,0,0,1
U2198,N,N,1,38,64
U13871,N,N,1,39,64
U13163,N,N,1,42,64
P3_ADDR_REG_16_[IL],Y,N,0,0,1
U13162,N,N,1,1,2
U13874,N,N,1,43,64
P1_ADDR_REG_16_[IL],Y,N,0,0,1
U2197,N,N,1,42,64
U13873,N,N,1,43,64
U13167,N,N,1,44,64
P3_ADDR_REG_17_[IL],Y,N,0,0,1
U13166,N,N,1,1,2
U13876,N,N,1,45,64
P1_ADDR_REG_17_[IL],Y,N,0,0,1
U2196,N,N,1,44,64
U13875,N,N,1,45,64
U13172,N,N,1,47,64
U16387,N,N,1,48,64
U2768,N,N,1,48,64
U13477,N,N,1,49,64
U2537,N,N,1,2,4
U16361,N,N,1,2,4
U13657,N,N,1,3,6
U16362,N,N,1,45,64
U2764,N,N,1,45,64
U13469,N,N,1,46,64
U2536,N,N,1,2,4
U16364,N,N,1,2,4
U13658,N,N,1,3,6
U16365,N,N,1,43,64
U2763,N,N,1,43,64
U13470,N,N,1,44,64
U2762,N,N,1,2,4
U16367,N,N,1,2,4
U13659,N,N,1,3,6
U16368,N,N,1,39,64
U3110,N,N,1,39,64
U13471,N,N,1,41,64
U2761,N,N,1,2,4
U16370,N,N,1,2,4
U13660,N,N,1,3,6
U16371,N,N,1,36,64
U3109,N,N,1,36,64
U13472,N,N,1,37,64
U2760,N,N,1,2,4
U16373,N,N,1,2,4
U13661,N,N,1,3,6
U16374,N,N,1,33,64
U3108,N,N,1,33,64
U13473,N,N,1,34,64
U2532,N,N,1,2,4
U16376,N,N,1,2,4
U13662,N,N,1,3,6
U16377,N,N,1,30,64
U2759,N,N,1,30,64
U13474,N,N,1,31,64
U2531,N,N,1,2,4
U16379,N,N,1,2,4
U13663,N,N,1,3,6
U16380,N,N,1,28,64
U2758,N,N,1,28,64
U13475,N,N,1,29,64
U2757,N,N,1,2,4
U16382,N,N,1,2,4
U13664,N,N,1,3,6
U16383,N,N,1,26,64
U3107,N,N,1,26,64
U13476,N,N,1,27,64
U2529,N,N,1,2,4
U16273,N,N,1,2,4
U13647,N,N,1,3,6
U16274,N,N,1,23,64
U2756,N,N,1,23,64
U13459,N,N,1,24,64
U2755,N,N,1,2,4
U16281,N,N,1,2,4
U13648,N,N,1,3,6
U16282,N,N,1,21,61
U3106,N,N,1,21,61
U13460,N,N,1,22,63
U2527,N,N,1,2,4
U16284,N,N,1,2,4
U13649,N,N,1,3,6
U16285,N,N,1,18,54
U2754,N,N,1,18,54
U13461,N,N,1,19,56
U2526,N,N,1,2,4
U16287,N,N,1,2,4
U13650,N,N,1,3,6
U16288,N,N,1,16,47
U2753,N,N,1,16,47
U13462,N,N,1,17,49
U2752,N,N,1,2,4
U16290,N,N,1,2,4
U13651,N,N,1,3,6
U16291,N,N,1,14,40
U3105,N,N,1,14,40
U13463,N,N,1,15,42
U2524,N,N,1,2,4
U16293,N,N,1,2,4
U13652,N,N,1,3,6
U16294,N,N,1,11,33
U2751,N,N,1,11,33
U13464,N,N,1,12,35
U2750,N,N,1,2,4
U16296,N,N,1,2,4
U13653,N,N,1,3,6
U16297,N,N,1,9,26
U3104,N,N,1,9,26
U13465,N,N,1,10,28
U2521,N,N,1,2,4
U16299,N,N,1,2,4
U13654,N,N,1,3,6
U16300,N,N,1,6,19
U2748,N,N,1,6,19
U13466,N,N,1,7,21
P2_ADDR_REG_0_[IL],Y,N,0,0,1
U13827,N,N,1,2,4
U13746,N,N,1,4,7
U2522,N,N,1,2,4
U16302,N,N,1,2,4
U13655,N,N,1,3,6
U16303,N,N,1,4,12
U2749,N,N,1,4,12
U13467,N,N,1,5,14
U2201,N,N,1,6,18
P2_ADDR_REG_1_[IL],Y,N,0,0,1
U16304,N,N,1,6,15
U13105,N,N,1,5,9
U13828,N,N,1,7,20
U13829,N,N,1,8,22
U13108,N,N,1,9,24
U13833,N,N,1,10,38
P2_ADDR_REG_2_[IL],Y,N,0,0,1
U13830,N,N,1,10,25
U16301,N,N,1,8,22
U13831,N,N,1,11,40
U13832,N,N,1,12,42
U13112,N,N,1,13,44
U13837,N,N,1,14,58
P2_ADDR_REG_3_[IL],Y,N,0,0,1
U13834,N,N,1,14,45
U16298,N,N,1,11,29
U13835,N,N,1,15,60
U13836,N,N,1,16,62
U13116,N,N,1,17,64
U13841,N,N,1,18,64
P2_ADDR_REG_4_[IL],Y,N,0,0,1
U13838,N,N,1,18,64
U16295,N,N,1,13,36
U13839,N,N,1,19,64
U13840,N,N,1,20,64
U13120,N,N,1,21,64
U13845,N,N,1,22,64
P2_ADDR_REG_5_[IL],Y,N,0,0,1
U13842,N,N,1,22,64
U16292,N,N,1,16,43
U13843,N,N,1,23,64
U13844,N,N,1,24,64
U13124,N,N,1,25,64
U13849,N,N,1,26,64
P2_ADDR_REG_6_[IL],Y,N,0,0,1
U13846,N,N,1,26,64
U16289,N,N,1,18,50
U13847,N,N,1,27,64
U13848,N,N,1,28,64
U13128,N,N,1,29,64
U13853,N,N,1,30,64
P2_ADDR_REG_7_[IL],Y,N,0,0,1
U13850,N,N,1,30,64
U16286,N,N,1,20,57
U13851,N,N,1,31,64
U13852,N,N,1,32,64
U13132,N,N,1,33,64
U13857,N,N,1,34,64
P2_ADDR_REG_8_[IL],Y,N,0,0,1
U13854,N,N,1,34,64
U16283,N,N,1,23,64
U13855,N,N,1,35,64
U13856,N,N,1,36,64
U13137,N,N,1,38,64
U13880,N,N,1,39,64
P2_ADDR_REG_9_[IL],Y,N,0,0,1
U13858,N,N,1,39,64
U16275,N,N,1,25,64
U13878,N,N,1,40,64
U13879,N,N,1,41,64
U13140,N,N,1,42,64
U13884,N,N,1,43,64
P2_ADDR_REG_10_[IL],Y,N,0,0,1
U13881,N,N,1,43,64
U16384,N,N,1,28,64
U13882,N,N,1,44,64
U13883,N,N,1,45,64
U13144,N,N,1,46,64
U13888,N,N,1,47,64
P2_ADDR_REG_11_[IL],Y,N,0,0,1
U13885,N,N,1,47,64
U16381,N,N,1,30,64
U13886,N,N,1,48,64
U13887,N,N,1,49,64
U13148,N,N,1,50,64
U13892,N,N,1,51,64
P2_ADDR_REG_12_[IL],Y,N,0,0,1
U13889,N,N,1,51,64
U16378,N,N,1,32,64
U13890,N,N,1,53,64
U13891,N,N,1,54,64
U13152,N,N,1,55,64
U13896,N,N,1,56,64
P2_ADDR_REG_13_[IL],Y,N,0,0,1
U13893,N,N,1,56,64
U16375,N,N,1,35,64
U13894,N,N,1,57,64
U13895,N,N,1,58,64
U13156,N,N,1,60,64
U13900,N,N,1,61,64
P2_ADDR_REG_14_[IL],Y,N,0,0,1
U13897,N,N,1,61,64
U16372,N,N,1,38,64
U13898,N,N,1,62,64
U13899,N,N,1,63,64
U13160,N,N,1,64,64
U13904,N,N,1,65,64
P2_ADDR_REG_15_[IL],Y,N,0,0,1
U13901,N,N,1,65,64
U16369,N,N,1,43,64
U13902,N,N,1,66,64
U13903,N,N,1,67,64
U13164,N,N,1,68,64
U13908,N,N,1,69,64
P2_ADDR_REG_16_[IL],Y,N,0,0,1
U13905,N,N,1,69,64
U16366,N,N,1,45,64
U13906,N,N,1,70,64
U13907,N,N,1,71,64
U13168,N,N,1,72,64
U13912,N,N,1,73,64
P2_ADDR_REG_17_[IL],Y,N,0,0,1
U13909,N,N,1,73,64
U16363,N,N,1,48,64
U13910,N,N,1,74,64
U13911,N,N,1,75,64
U13173,N,N,1,76,64
U13926,N,N,1,77,64
P2_ADDR_REG_18_[IL],Y,N,0,0,1
U13913,N,N,1,77,64
U16388,N,N,1,50,64
U13924,N,N,1,78,64
U13925,N,N,1,79,64
U2767,N,N,1,48,64
P3_ADDR_REG_19_[IL],Y,N,0,0,1
P1_ADDR_REG_19_[IL],Y,N,0,0,1
U13174,N,N,1,1,2
U16358,N,N,1,2,4
U9500,N,N,1,2,4
U5172,N,N,1,3,6
U13877,N,N,1,48,64
U13914,N,N,1,49,64
U2766,N,N,1,50,64
U2765,N,N,1,51,64
U13917,N,N,1,49,64
U13915,N,N,1,48,64
U13916,N,N,1,49,64
U13918,N,N,1,50,64
U13745,N,N,1,52,64
U13919,N,N,1,53,64
P2_ADDR_REG_19_[IL],Y,N,0,0,1
U13175,N,N,1,1,2
U16390,N,N,1,54,64
U16389,N,N,1,53,64
U16391,N,N,1,55,64
U13927,N,N,1,80,64
U13922,N,N,1,78,64
U13920,N,N,1,77,64
U13176,N,N,1,1,2
U13921,N,N,1,78,64
U16360,N,N,1,54,64
U16359,N,N,1,53,64
U13923,N,N,1,79,64
U13100,N,N,1,81,64
SO_19_,N,Y,1,82,64
U16395,N,N,1,78,64
U16394,N,N,1,77,64
U16396,N,N,1,79,64
U16398,N,N,1,80,64
U16393,N,N,1,78,64
U16392,N,N,1,77,64
U16397,N,N,1,79,64
U13493,N,N,1,81,64
SO_18_,N,Y,1,82,64
U13169,N,N,1,1,2
U16402,N,N,1,48,64
U16401,N,N,1,49,64
U16403,N,N,1,50,64
U16405,N,N,1,74,64
U16400,N,N,1,48,64
U16399,N,N,1,49,64
U16404,N,N,1,73,64
U13494,N,N,1,75,64
SO_17_,N,Y,1,76,64
U13165,N,N,1,1,2
U16409,N,N,1,45,64
U16408,N,N,1,46,64
U16410,N,N,1,47,64
U16412,N,N,1,70,64
U16407,N,N,1,45,64
U16406,N,N,1,46,64
U16411,N,N,1,69,64
U13495,N,N,1,71,64
SO_16_,N,Y,1,72,64
U13161,N,N,1,1,2
U16416,N,N,1,66,64
U16415,N,N,1,65,64
U16417,N,N,1,67,64
U16419,N,N,1,68,64
U16414,N,N,1,66,64
U16413,N,N,1,65,64
U16418,N,N,1,67,64
U13496,N,N,1,69,64
SO_15_,N,Y,1,70,64
U13157,N,N,1,1,2
U16423,N,N,1,62,64
U16422,N,N,1,61,64
U16424,N,N,1,63,64
U16426,N,N,1,64,64
U16421,N,N,1,62,64
U16420,N,N,1,61,64
U16425,N,N,1,63,64
U13497,N,N,1,65,64
SO_14_,N,Y,1,66,64
U13153,N,N,1,1,2
U16430,N,N,1,57,64
U16429,N,N,1,56,64
U16431,N,N,1,58,64
U16433,N,N,1,60,64
U16428,N,N,1,57,64
U16427,N,N,1,56,64
U16432,N,N,1,58,64
U13498,N,N,1,61,64
SO_13_,N,Y,1,62,64
U13149,N,N,1,1,2
U16437,N,N,1,32,64
U16436,N,N,1,33,64
U16438,N,N,1,34,64
U16440,N,N,1,53,64
U16435,N,N,1,32,64
U16434,N,N,1,33,64
U16439,N,N,1,51,64
U13499,N,N,1,54,64
SO_12_,N,Y,1,55,64
U13145,N,N,1,1,2
U16444,N,N,1,30,64
U16443,N,N,1,31,64
U16445,N,N,1,32,64
U16447,N,N,1,48,64
U16442,N,N,1,30,64
U16441,N,N,1,31,64
U16446,N,N,1,47,64
U13500,N,N,1,49,64
SO_11_,N,Y,1,50,64
U13141,N,N,1,1,2
U16451,N,N,1,44,64
U16450,N,N,1,43,64
U16452,N,N,1,45,64
U16454,N,N,1,46,64
U16449,N,N,1,44,64
U16448,N,N,1,43,64
U16453,N,N,1,45,64
U13501,N,N,1,47,64
SO_10_,N,Y,1,48,64
U13136,N,N,1,1,2
U16279,N,N,1,25,64
U16278,N,N,1,26,64
U16280,N,N,1,27,64
U16306,N,N,1,40,64
U16277,N,N,1,25,64
U16276,N,N,1,26,64
U16305,N,N,1,39,64
U13485,N,N,1,41,64
SO_9_,N,Y,1,42,64
U13133,N,N,1,1,2
U16310,N,N,1,35,64
U16309,N,N,1,34,64
U16311,N,N,1,36,64
U16313,N,N,1,38,64
U16308,N,N,1,35,64
U16307,N,N,1,34,64
U16312,N,N,1,36,64
U13486,N,N,1,39,64
SO_8_,N,Y,1,40,64
U13129,N,N,1,1,2
U16317,N,N,1,20,59
U16316,N,N,1,21,59
U16318,N,N,1,22,62
U16320,N,N,1,31,64
U16315,N,N,1,20,59
U16314,N,N,1,21,59
U16319,N,N,1,30,64
U13487,N,N,1,32,64
SO_7_,N,Y,1,33,64
U13125,N,N,1,1,2
U16324,N,N,1,18,52
U16323,N,N,1,19,52
U16325,N,N,1,20,55
U16327,N,N,1,27,64
U16322,N,N,1,18,52
U16321,N,N,1,19,52
U16326,N,N,1,26,64
U13488,N,N,1,28,64
SO_6_,N,Y,1,29,64
U13121,N,N,1,1,2
U16331,N,N,1,23,64
U16330,N,N,1,22,64
U16332,N,N,1,24,64
U16334,N,N,1,25,64
U16329,N,N,1,23,64
U16328,N,N,1,22,64
U16333,N,N,1,24,64
U13489,N,N,1,26,64
SO_5_,N,Y,1,27,64
U13117,N,N,1,1,2
U16338,N,N,1,13,38
U16337,N,N,1,14,38
U16339,N,N,1,15,41
U16341,N,N,1,19,64
U16336,N,N,1,13,38
U16335,N,N,1,14,38
U16340,N,N,1,18,64
U13490,N,N,1,20,64
SO_4_,N,Y,1,21,64
U13113,N,N,1,1,2
U16345,N,N,1,15,48
U16344,N,N,1,14,46
U16346,N,N,1,16,50
U16348,N,N,1,17,64
U16343,N,N,1,15,48
U16342,N,N,1,14,46
U16347,N,N,1,16,64
U13491,N,N,1,18,64
SO_3_,N,Y,1,19,64
U13109,N,N,1,1,2
U16352,N,N,1,8,24
U16351,N,N,1,9,24
U16353,N,N,1,10,27
U16355,N,N,1,11,45
U16350,N,N,1,8,24
U16349,N,N,1,9,24
U16354,N,N,1,10,43
U13492,N,N,1,12,49
SO_2_,N,Y,1,13,50
U3103,N,N,1,7,17
U16356,N,N,1,7,17
U13656,N,N,1,8,19
U16357,N,N,1,9,24
U3114,N,N,1,9,24
U13468,N,N,1,10,26
SO_1_,N,Y,1,11,27
U3113,N,N,1,5,9
U16455,N,N,1,5,9
U13747,N,N,1,6,11
SO_0_,N,Y,1,7,12
P3_RD_REG[IL],Y,N,0,0,1
P2_RD_REG[IL],Y,N,0,0,1
P1_RD_REG[IL],Y,N,0,0,1
U13748,N,N,1,1,2
U16456,N,N,1,2,4
U8796,N,N,1,2,4
U4700,N,N,1,3,6
U12852,N,N,1,4,8
RD,N,Y,1,5,9
P3_WR_REG[IL],Y,N,0,0,1
P1_WR_REG[IL],Y,N,0,0,1
U13743,N,N,1,1,2
P2_WR_REG[IL],Y,N,0,0,1
U3102,N,N,1,2,4
U16272,N,N,1,2,4
U13744,N,N,1,3,6
U12851,N,N,1,4,8
WR,N,Y,1,5,9
P1_IR_REG_0_[IL],Y,N,0,0,1
P1_STATE_REG[IL],Y,N,0,0,1
P1_IR_REG_31_[IL],Y,N,0,0,1
U4512,N,N,1,1,2
U13458,N,N,1,2,4
U13457,N,N,1,1,3
U16260,N,N,1,3,6
U16261,N,N,1,4,8
U12889,N,N,1,1,2
U3597,N,N,1,1,2
U3596,N,N,1,2,6
U11402,N,N,1,2,7
U4342,N,N,1,3,11
P2_DATAO_REG_0_[IL],Y,N,0,0,1
U11983,N,N,1,4,13
P1_DATAO_REG_0_[IL],Y,N,0,0,1
U11407,N,N,1,4,13
U6321,N,N,1,3,11
U11406,N,N,1,4,13
U6326,N,N,1,5,17
SI_0_,Y,N,0,0,1
U5465,N,N,1,1,2
U11555,N,N,1,6,20
U1095,N,N,1,5,18
U11556,N,N,1,7,22
U11982,N,N,1,8,23
U11984,N,N,1,9,25
U11335,N,N,1,10,28
U4382,N,N,1,11,36
U4382[OL],N,Y,1,12,37
U3298,N,N,1,4,14
U1099,N,N,1,4,14
U1100,N,N,1,4,14
U3355,N,N,1,5,18
P2_DATAO_REG_1_[IL],Y,N,0,0,1
U11404,N,N,1,4,13
P1_DATAO_REG_1_[IL],Y,N,0,0,1
U11403,N,N,1,4,13
U6325,N,N,1,5,17
U11405,N,N,1,6,18
SI_1_,Y,N,0,0,1
U2745,N,N,1,7,20
U11542,N,N,1,7,20
U11543,N,N,1,8,22
U7433,N,N,1,9,29
U6517,N,N,1,6,19
U1101,N,N,1,4,14
U1102,N,N,1,4,14
U3354,N,N,1,5,18
U4300,N,N,1,6,19
U7431,N,N,1,7,23
U7432,N,N,1,8,31
U7434,N,N,1,10,40
U11334,N,N,1,11,44
U13776,N,N,1,3,5
P1_IR_REG_1_[IL],Y,N,0,0,1
U16259,N,N,1,4,7
U13777,N,N,1,2,4
U13355,N,N,1,1,2
U17764,N,N,1,2,4
U13356,N,N,1,1,2
U17763,N,N,1,2,4
U17765,N,N,1,3,7
U16257,N,N,1,4,12
U5208,N,N,1,4,14
U16258,N,N,1,5,16
U6918,N,N,1,6,32
U4408,N,N,1,12,63
U4408[OL],N,Y,1,13,64
P2_DATAO_REG_2_[IL],Y,N,0,0,1
U11411,N,N,1,4,13
P1_DATAO_REG_2_[IL],Y,N,0,0,1
U11410,N,N,1,4,13
U6324,N,N,1,5,17
SI_2_,Y,N,0,0,1
U5467,N,N,1,1,2
U11548,N,N,1,6,20
U4287,N,N,1,5,17
U11547,N,N,1,6,19
U7425,N,N,1,7,27
U1649,N,N,1,8,41
U7174,N,N,1,6,19
U781,N,N,1,5,19
U7423,N,N,1,7,27
U7424,N,N,1,8,31
U1650,N,N,1,9,41
U3467,N,N,1,10,47
U11333,N,N,1,11,51
P1_IR_REG_2_[IL],Y,N,0,0,1
U16256,N,N,1,4,7
U3100,N,N,1,1,4
U3101,N,N,1,2,5
U15453,N,N,1,1,3
U15454,N,N,1,2,5
U1131,N,N,1,3,12
U16255,N,N,1,5,16
U6917,N,N,1,6,32
U5349,N,N,1,12,64
U5349[OL],N,Y,1,13,64
P1_IR_REG_3_[IL],Y,N,0,0,1
U16254,N,N,1,4,7
U8355,N,N,1,3,7
U3099,N,N,1,3,7
U4924,N,N,1,4,13
P2_DATAO_REG_3_[IL],Y,N,0,0,1
U16253,N,N,1,5,16
U11409,N,N,1,4,13
P1_DATAO_REG_3_[IL],Y,N,0,0,1
U11408,N,N,1,4,13
U6323,N,N,1,5,17
SI_3_,Y,N,0,0,1
U5466,N,N,1,1,2
U7410,N,N,1,6,20
U7404,N,N,1,6,25
U7405,N,N,1,7,37
U4301,N,N,1,5,17
U7403,N,N,1,6,19
U1651,N,N,1,8,50
U7408,N,N,1,8,40
U7406,N,N,1,6,20
U7407,N,N,1,7,23
U7409,N,N,1,9,52
U3420,N,N,1,10,55
U4406,N,N,1,11,59
U12934,N,N,1,12,64
U12934[OL],N,Y,1,13,64
P1_IR_REG_4_[IL],Y,N,0,0,1
U16252,N,N,1,4,7
U6618,N,N,1,2,5
U6617,N,N,1,1,4
U5712,N,N,1,3,10
U6619,N,N,1,4,15
U8354,N,N,1,4,9
U4917,N,N,1,5,20
P2_DATAO_REG_4_[IL],Y,N,0,0,1
U16251,N,N,1,5,16
SI_4_,Y,N,0,0,1
U11415,N,N,1,4,13
P1_DATAO_REG_4_[IL],Y,N,0,0,1
U11414,N,N,1,4,13
U6328,N,N,1,5,17
U4275,N,N,1,6,19
U4276,N,N,1,7,20
U3969,N,N,1,6,19
U1669,N,N,1,6,20
U7227,N,N,1,6,20
U7228,N,N,1,1,3
U1670,N,N,1,7,28
U7226,N,N,1,6,20
U1671,N,N,1,7,34
U7229,N,N,1,7,42
U5548,N,N,1,8,51
U1093,N,N,1,9,61
U3468,N,N,1,8,51
U7451,N,N,1,8,22
U11562,N,N,1,9,62
U3356,N,N,1,10,64
U4403,N,N,1,11,64
U12935,N,N,1,12,64
U12935[OL],N,Y,1,13,64
U4365,N,N,1,3,10
P1_IR_REG_5_[IL],Y,N,0,0,1
U5841,N,N,1,1,2
U8351,N,N,1,4,13
U12833,N,N,1,4,12
U11332,N,N,1,5,20
P2_DATAO_REG_5_[IL],Y,N,0,0,1
U11413,N,N,1,4,13
P1_DATAO_REG_5_[IL],Y,N,0,0,1
U11412,N,N,1,4,13
U4000,N,N,1,5,17
SI_5_,Y,N,0,0,1
U5458,N,N,1,1,2
U7224,N,N,1,6,20
U3389,N,N,1,7,28
U6327,N,N,1,5,17
U7223,N,N,1,6,19
U6534,N,N,1,8,31
U7471,N,N,1,9,60
U7472,N,N,1,10,64
U11567,N,N,1,6,20
U11566,N,N,1,6,19
U6533,N,N,1,8,31
U7469,N,N,1,9,59
U7470,N,N,1,10,64
U3987,N,N,1,11,64
U11331,N,N,1,12,64
U16250,N,N,1,4,7
U16249,N,N,1,5,16
U1923,N,N,1,13,64
U1923[OL],N,Y,1,14,64
P2_DATAO_REG_6_[IL],Y,N,0,0,1
U11417,N,N,1,4,13
P1_DATAO_REG_6_[IL],Y,N,0,0,1
U11416,N,N,1,4,13
U6322,N,N,1,5,17
SI_6_,Y,N,0,0,1
U2743,N,N,1,6,19
U2744,N,N,1,7,20
U7230,N,N,1,6,19
U7225,N,N,1,7,28
U3440,N,N,1,8,31
U5484,N,N,1,9,64
U3430,N,N,1,10,64
U1655,N,N,1,11,64
U5470,N,N,1,10,64
U7371,N,N,1,8,22
U7372,N,N,1,11,64
U7373,N,N,1,12,64
U11330,N,N,1,13,64
P1_IR_REG_6_[IL],Y,N,0,0,1
U16248,N,N,1,4,7
U13364,N,N,1,1,2
U1526,N,N,1,4,15
U9766,N,N,1,5,15
U3132,N,N,1,6,18
U16247,N,N,1,7,23
U16246,N,N,1,5,16
U2135,N,N,1,14,64
U2135[OL],N,Y,1,16,64
P1_IR_REG_7_[IL],Y,N,0,0,1
U16245,N,N,1,4,7
P2_DATAO_REG_7_[IL],Y,N,0,0,1
U16244,N,N,1,5,16
U8352,N,N,1,5,16
U13348,N,N,1,1,2
U17762,N,N,1,6,19
U4919,N,N,1,5,17
U16243,N,N,1,7,25
U11419,N,N,1,4,13
P1_DATAO_REG_7_[IL],Y,N,0,0,1
U11418,N,N,1,4,13
U6329,N,N,1,5,17
U11420,N,N,1,6,18
SI_7_,Y,N,0,0,1
U5469,N,N,1,1,2
U7231,N,N,1,7,21
U5471,N,N,1,8,30
U7203,N,N,1,9,31
U7233,N,N,1,6,19
U7232,N,N,1,11,64
U1668,N,N,1,13,64
U11422,N,N,1,6,20
U11421,N,N,1,7,20
U3460,N,N,1,9,39
U540,N,N,1,9,64
U1667,N,N,1,10,64
U4198,N,N,1,14,64
U4596,N,N,1,15,64
U12936,N,N,1,16,64
U12936[OL],N,Y,1,17,64
P1_IR_REG_8_[IL],Y,N,0,0,1
U16242,N,N,1,4,7
P2_DATAO_REG_8_[IL],Y,N,0,0,1
U16241,N,N,1,5,16
U885,N,N,1,1,5
U4927,N,N,1,4,16
U15483,N,N,1,6,19
U15484,N,N,1,7,21
U16240,N,N,1,8,28
U7244,N,N,1,6,19
U7245,N,N,1,7,27
U7246,N,N,1,8,31
U3398,N,N,1,9,51
U3396,N,N,1,12,64
U2741,N,N,1,9,35
U3397,N,N,1,13,64
SI_8_,Y,N,0,0,1
U11437,N,N,1,4,13
P1_DATAO_REG_8_[IL],Y,N,0,0,1
U11436,N,N,1,4,13
U6332,N,N,1,5,17
U7243,N,N,1,6,19
U2742,N,N,1,6,19
U1089,N,N,1,14,64
U7520,N,N,1,7,21
U7309,N,N,1,12,64
U1090,N,N,1,13,64
U3617,N,N,1,15,64
U4398,N,N,1,16,64
U12937,N,N,1,17,64
U12937[OL],N,Y,1,18,64
U13790,N,N,1,5,17
P1_IR_REG_9_[IL],Y,N,0,0,1
U13409,N,N,1,1,2
U17761,N,N,1,6,20
U17760,N,N,1,5,18
U16238,N,N,1,7,26
U16239,N,N,1,4,7
U6916,N,N,1,8,31
P2_DATAO_REG_9_[IL],Y,N,0,0,1
U11961,N,N,1,4,13
U11439,N,N,1,4,13
P1_DATAO_REG_9_[IL],Y,N,0,0,1
U11438,N,N,1,4,13
U6333,N,N,1,5,17
U11440,N,N,1,6,18
